district,predicted_risk,confidence_score,equity_vulnerability_index,final_risk_score,priority_level,alert_status,recommended_action
Udaipur,High,74.5,0.6601914479480402,0.877,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.14,-0.08266244199503378,0.308,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,73.92,0.6601914479480402,0.876,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.19,0.1561116528522672,0.368,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.19,0.034111652852267166,0.337,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.19,0.011111652852267187,0.332,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.95,0.1561116528522672,0.369,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.95,0.034111652852267166,0.338,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.95,0.011111652852267187,0.333,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.15,0.1561116528522672,0.368,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.15,0.034111652852267166,0.337,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.15,0.011111652852267187,0.332,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,0.018086761406133134,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,86.68,0.6178963414634147,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,94.99,-0.0018536585365853675,0.322,Low Priority,NO ALERT,Routine monitoring.
Kota,High,86.33,0.33963021243115654,0.814,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,88.16,0.40614634146341466,0.834,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Medium,93.54,0.26590014903129655,0.567,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,59.0,0.2967788117394417,0.523,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.56,0.26590014903129655,0.565,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,High,55.45,0.2967788117394417,0.757,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Medium,93.61,0.26590014903129655,0.567,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,57.83,0.2967788117394417,0.521,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.28,0.26590014903129655,0.565,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,High,56.37,0.2967788117394417,0.759,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Medium,93.36,0.26590014903129655,0.567,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,61.4,0.2967788117394417,0.526,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.41,0.26590014903129655,0.565,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,High,52.85,0.2967788117394417,0.753,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,Low,99.16,0.07597753629805498,0.348,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.16,-0.03916889674324664,0.319,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.73,-0.08904587155963303,0.307,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.17,-0.08904587155963303,0.305,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,67.79,1.928534278959811,1.184,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Medium,93.07,0.22072955974842767,0.555,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Udaipur,Medium,93.97,0.22072955974842767,0.556,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Udaipur,Medium,94.0,0.22072955974842767,0.556,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Udaipur,Medium,91.69,0.22072955974842767,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,94.31,0.15253610771113832,0.54,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Low,99.29,0.02983121597096188,0.336,Low Priority,NO ALERT,Routine monitoring.
Alwar,Medium,92.46,0.15253610771113832,0.537,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Low,99.08,0.02983121597096188,0.336,Low Priority,NO ALERT,Routine monitoring.
Alwar,Medium,93.5,0.15253610771113832,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Low,99.28,0.02983121597096188,0.336,Low Priority,NO ALERT,Routine monitoring.
Alwar,Medium,92.69,0.15253610771113832,0.537,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Low,98.81,0.02983121597096188,0.336,Low Priority,NO ALERT,Routine monitoring.
Alwar,Medium,87.88,0.11957575757575759,0.522,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,High,84.2,0.2857186147186147,0.798,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Medium,89.19,0.11957575757575759,0.524,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,High,83.16,0.2857186147186147,0.796,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Medium,94.48,0.2026010101010101,0.552,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.44,0.11780555555555555,0.359,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.44,-0.03181944444444445,0.321,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.04,0.2026010101010101,0.552,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.31,0.11780555555555555,0.358,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.31,-0.03181944444444445,0.321,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,95.07,0.2026010101010101,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.68,0.11780555555555555,0.357,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.68,-0.03181944444444445,0.32,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.65,0.2026010101010101,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.37,0.11780555555555555,0.359,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.37,-0.03181944444444445,0.321,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.65,0.2026010101010101,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.37,0.11780555555555555,0.359,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.37,-0.03181944444444445,0.321,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,92.6,0.2026010101010101,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.81,0.11780555555555555,0.358,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.81,-0.03181944444444445,0.32,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,92.6,0.2026010101010101,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.88,0.11780555555555555,0.358,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.88,-0.03181944444444445,0.32,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,92.6,0.2026010101010101,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.88,0.11780555555555555,0.358,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.88,-0.03181944444444445,0.32,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,92.19,0.2026010101010101,0.549,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.62,0.11780555555555555,0.357,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.62,-0.03181944444444445,0.32,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,90.97,0.16671302518553147,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,High,80.81,0.337333530630364,0.806,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,83.39,1.3875712216320617,1.072,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,82.79,0.9662709120345386,0.966,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,79.15,0.3636764847899565,0.81,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Medium,90.97,0.16671302518553147,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,High,83.75,0.337333530630364,0.81,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,79.13,1.3875712216320617,1.066,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,78.0,0.9662709120345386,0.959,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,83.58,0.3636764847899565,0.816,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,87.07,0.4126071428571429,0.834,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,80.93,0.4126071428571429,0.825,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,86.92,0.4126071428571429,0.834,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,83.7,0.5428065809319679,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,85.11,0.5428065809319679,0.863,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,81.01,0.5428065809319679,0.857,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,79.89,0.5428065809319679,0.856,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.24,0.01937694099378881,0.334,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.65,0.37813388543823323,0.822,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.24,0.01937694099378881,0.334,Low Priority,NO ALERT,Routine monitoring.
Kota,High,83.14,0.37813388543823323,0.819,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.24,0.01937694099378881,0.334,Low Priority,NO ALERT,Routine monitoring.
Kota,High,83.16,0.37813388543823323,0.819,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.03,0.01937694099378881,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.94,0.37813388543823323,0.822,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.3,0.01937694099378881,0.334,Low Priority,NO ALERT,Routine monitoring.
Kota,High,83.36,0.37813388543823323,0.82,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.3,0.01937694099378881,0.334,Low Priority,NO ALERT,Routine monitoring.
Kota,High,83.44,0.37813388543823323,0.82,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,99.32,-0.1253061224489796,0.298,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.31,-0.1253061224489796,0.298,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.55,-0.1253061224489796,0.298,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,84.9,1.1618325791855202,1.018,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,93.39,0.18266666666666667,0.546,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Low,99.32,-0.0116829268292683,0.326,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,81.59,1.1618325791855202,1.013,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,92.46,0.18266666666666667,0.544,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Low,99.57,-0.0116829268292683,0.326,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,85.47,1.1618325791855202,1.019,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,93.97,0.18266666666666667,0.547,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Low,99.32,-0.0116829268292683,0.326,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,81.6,1.1618325791855202,1.013,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,92.49,0.18266666666666667,0.544,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Low,99.57,-0.0116829268292683,0.326,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.91,-0.04547550963933217,0.317,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.02,-0.039111111111111124,0.319,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.1,-0.039111111111111124,0.319,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Medium,89.02,0.16456349206349208,0.535,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bharatpur,High,77.23,0.25437662337662337,0.779,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,Medium,88.3,0.16456349206349208,0.534,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bharatpur,High,74.83,0.25437662337662337,0.776,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.47,-0.0357582417582418,0.32,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.29,-0.0357582417582418,0.32,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.98,-0.08023129251700681,0.308,Low Priority,NO ALERT,Routine monitoring.
Kota,High,53.62,1.0401083301245029,0.94,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,97.9,-0.08023129251700681,0.307,Low Priority,NO ALERT,Routine monitoring.
Kota,High,59.2,1.0401083301245029,0.949,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.19,0.02633333333333334,0.335,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.19,0.0345,0.337,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,93.24,0.1807745098039216,0.545,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,70.73,0.5238095238095237,0.837,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.19,0.02633333333333334,0.335,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.19,0.0345,0.337,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,94.06,0.1807745098039216,0.546,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,70.11,0.5238095238095237,0.836,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.2,0.02633333333333334,0.335,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.2,0.0345,0.337,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,93.98,0.1807745098039216,0.546,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,69.29,0.5238095238095237,0.835,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.73,0.02633333333333334,0.336,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.73,0.0345,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,98.25,0.1807745098039216,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Medium,64.55,0.5238095238095237,0.588,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Low,99.59,0.02633333333333334,0.336,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.59,0.0345,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,98.59,0.1807745098039216,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Medium,64.87,0.5238095238095237,0.588,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Low,99.73,0.02633333333333334,0.336,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.73,0.0345,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,98.39,0.1807745098039216,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Medium,63.73,0.5238095238095237,0.587,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Low,99.35,0.02633333333333334,0.336,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.35,0.0345,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,93.76,0.1807745098039216,0.546,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,70.69,0.5238095238095237,0.837,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.35,0.02633333333333334,0.336,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.35,0.0345,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,94.59,0.1807745098039216,0.547,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,66.04,0.5238095238095237,0.83,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.2,0.02633333333333334,0.335,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.2,0.0345,0.337,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,94.56,0.1807745098039216,0.547,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,70.15,0.5238095238095237,0.836,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.28,0.006542360864941504,0.331,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,78.28,0.723957945280526,0.898,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.28,-0.046814781992201356,0.317,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Low,99.29,0.006542360864941504,0.331,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,79.21,0.723957945280526,0.9,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.29,-0.046814781992201356,0.317,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.81,0.0374148148148148,0.339,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.81,0.0374148148148148,0.339,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.1,0.0374148148148148,0.338,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.57,0.0374148148148148,0.339,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.58,0.0374148148148148,0.339,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.48,0.0374148148148148,0.339,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.13,0.11213862881304741,0.357,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.9,0.11213862881304741,0.356,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.46,0.11213862881304741,0.357,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.24,0.11213862881304741,0.357,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.46,0.11213862881304741,0.357,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.24,0.11213862881304741,0.357,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,0.07229675045984058,0.347,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,-0.057595141432051314,0.314,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,0.042142904305994426,0.339,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.41,0.6522967504598407,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.08,0.07229675045984058,0.347,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,-0.057595141432051314,0.314,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,0.042142904305994426,0.339,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.64,0.6522967504598407,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.08,0.07229675045984058,0.347,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,-0.057595141432051314,0.314,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,0.042142904305994426,0.339,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.6,0.6522967504598407,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.07,0.07229675045984058,0.347,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.07,-0.057595141432051314,0.314,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.07,0.042142904305994426,0.339,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.57,0.6522967504598407,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.08,0.07229675045984058,0.347,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,-0.057595141432051314,0.314,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.08,0.042142904305994426,0.339,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.81,0.6522967504598407,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.07,0.07229675045984058,0.347,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.07,-0.057595141432051314,0.314,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,99.07,0.042142904305994426,0.339,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.76,0.6522967504598407,0.884,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,80.75,2.758634453781513,1.411,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,79.37,2.758634453781513,1.409,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.94,0.11475815523059617,0.357,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,79.38,1.1939333573869304,1.018,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.94,-0.0020037495313085796,0.328,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,98.96,0.11475815523059617,0.357,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,81.83,1.1939333573869304,1.021,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.96,-0.0020037495313085796,0.328,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,98.86,0.11475815523059617,0.357,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,84.85,1.1939333573869304,1.026,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.86,-0.0020037495313085796,0.328,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,98.94,0.11475815523059617,0.357,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,79.59,1.1939333573869304,1.018,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.94,-0.0020037495313085796,0.328,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,98.76,0.11475815523059617,0.357,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,81.43,1.1939333573869304,1.021,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,98.76,-0.0020037495313085796,0.328,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.49,0.11475815523059617,0.358,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,79.49,1.1939333573869304,1.018,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.49,-0.0020037495313085796,0.329,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.0,0.11475815523059617,0.357,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,80.65,1.1939333573869304,1.019,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.0,-0.0020037495313085796,0.328,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.41,0.11475815523059617,0.358,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,86.34,1.1939333573869304,1.028,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.41,-0.0020037495313085796,0.329,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.49,0.11475815523059617,0.358,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,79.73,1.1939333573869304,1.018,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.49,-0.0020037495313085796,0.329,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Low,99.59,0.11475815523059617,0.358,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,84.4,1.1939333573869304,1.025,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.59,-0.0020037495313085796,0.329,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,94.13,0.2071188118811881,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Low,98.46,-0.08250000000000002,0.307,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,65.56,2.0726112710195426,1.216,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
