visit_date,district,facility_type,total_visits,fever_cases,cough_cases,respiratory_cases,admission_count,icu_admissions,age_group,daily_growth_rate,7_day_moving_average,case_spike_flag
2023-07-14,Alwar,Hospital,31,14,5,6,0,0,65+,-0.8,17,0
2023-06-17,Bharatpur,Hospital,30,12,5,2,0,0,51-65,0.0,7,0
2023-08-28,Pali,Hospital,86,34,27,22,1,0,19-35,0.42,37,1
2023-02-09,Kota,Hospital,235,105,29,2,32,3,65+,14.0,109,1
2023-07-27,Jaipur,Hospital,210,20,32,39,1,0,51-65,-0.83,17,0
2023-04-28,Pali,Hospital,227,111,35,8,29,1,19-35,2.26,106,1
2023-05-23,Kota,Hospital,124,8,26,23,0,0,19-35,-0.92,8,0
2023-01-23,Bikaner,Clinic,143,34,52,20,5,0,65+,-0.06,33,0
2023-01-06,Bikaner,Clinic,243,91,77,55,22,0,51-65,1.68,86,1
2023-03-20,Jaipur,Clinic,35,12,12,5,2,0,0-18,-0.4,15,0
2023-02-13,Jaipur,Hospital,229,57,34,7,16,2,19-35,3.75,56,1
2023-01-11,Bharatpur,Hospital,145,53,11,6,15,1,36-50,3.42,56,1
2023-07-04,Bikaner,Clinic,231,20,22,39,7,1,0-18,-0.78,22,0
2023-04-04,Udaipur,Clinic,56,18,12,13,5,0,65+,1.25,15,1
2023-11-10,Udaipur,Clinic,262,57,39,12,11,2,19-35,2.17,58,1
2023-04-18,Bikaner,Clinic,285,55,72,12,13,2,65+,1.75,55,1
2023-10-14,Alwar,Hospital,290,118,60,20,31,6,0-18,7.43,120,1
2023-02-23,Bikaner,Hospital,72,33,6,7,10,0,36-50,-0.4,29,0
2023-12-16,Alwar,Hospital,89,9,3,24,2,0,51-65,-0.92,9,0
2023-12-20,Bharatpur,Hospital,172,10,64,6,0,0,36-50,-0.81,7,0
2023-12-06,Alwar,Clinic,238,114,9,22,8,0,65+,11.67,111,1
2023-06-26,Jodhpur,Hospital,97,15,31,18,2,0,51-65,-0.78,16,0
2023-06-05,Alwar,Hospital,52,13,19,3,2,0,0-18,-0.89,9,0
2023-07-08,Jodhpur,Clinic,247,120,90,44,43,6,19-35,7.0,116,1
2023-11-14,Kota,Clinic,106,35,20,13,5,0,0-18,3.38,30,1
2023-07-05,Ajmer,Hospital,209,79,9,31,28,5,36-50,3.94,75,1
2023-05-19,Pali,Hospital,37,16,5,7,3,0,51-65,-0.86,12,0
2023-11-15,Sikar,Clinic,179,9,58,10,2,0,0-18,-0.62,9,0
2023-06-18,Jodhpur,Clinic,186,75,73,20,17,0,51-65,-0.38,75,0
2023-08-27,Pali,Hospital,100,41,39,15,13,0,36-50,1.56,41,1
2023-04-24,Pali,Clinic,146,26,24,33,4,0,19-35,-0.37,26,0
2023-06-10,Kota,Clinic,177,34,24,17,11,0,51-65,-0.03,34,0
2023-05-31,Pali,Hospital,63,23,11,3,1,0,0-18,-0.12,27,0
2023-09-01,Jaipur,Clinic,83,31,28,12,4,0,65+,-0.46,31,0
2023-03-16,Kota,Clinic,145,36,13,3,0,0,19-35,0.06,40,0
2023-02-21,Jodhpur,Clinic,247,53,56,70,19,4,65+,-0.29,53,0
2023-06-18,Pali,Hospital,86,21,27,3,2,0,19-35,-0.09,20,0
2023-03-25,Jodhpur,Clinic,43,14,13,6,0,0,0-18,-0.74,17,0
2023-03-05,Kota,Clinic,279,124,13,65,6,0,51-65,2.44,127,1
2023-01-28,Bikaner,Clinic,287,20,34,82,2,0,51-65,-0.39,22,0
2023-02-22,Jaipur,Clinic,291,41,33,78,4,0,36-50,0.32,45,1
2023-08-24,Alwar,Clinic,171,39,28,20,8,0,19-35,2.0,36,1
2023-04-15,Bharatpur,Clinic,278,112,38,26,10,1,65+,10.2,111,1
2023-09-05,Pali,Clinic,114,42,44,12,0,0,19-35,1.0,40,1
2023-01-20,Pali,Hospital,75,16,5,4,4,0,0-18,-0.62,11,0
2023-03-28,Ajmer,Clinic,173,27,39,43,5,0,0-18,-0.66,30,0
2023-10-24,Jodhpur,Clinic,253,41,24,4,2,0,65+,1.93,37,1
2023-03-05,Udaipur,Hospital,290,86,88,53,5,0,65+,0.51,82,1
2023-12-22,Sikar,Hospital,284,105,84,29,39,10,65+,10.67,101,1
2023-08-21,Pali,Clinic,266,107,89,12,31,0,65+,5.69,102,1
2023-02-26,Bikaner,Hospital,214,55,64,50,4,0,65+,1.75,57,1
2023-05-19,Bharatpur,Hospital,207,90,20,55,20,3,19-35,-0.2,90,0
2023-09-18,Bikaner,Hospital,267,40,88,19,2,0,19-35,-0.27,38,0
2023-05-31,Alwar,Clinic,260,123,100,12,0,0,0-18,2.15,125,1
2023-08-28,Ajmer,Hospital,263,15,72,6,1,0,0-18,-0.44,14,0
2023-08-16,Bikaner,Hospital,154,59,60,34,15,1,19-35,0.47,57,1
2023-12-25,Udaipur,Hospital,116,17,29,26,2,0,36-50,-0.8,18,0
2023-01-22,Bikaner,Clinic,194,7,48,15,1,0,0-18,-0.88,8,0
2023-05-31,Jodhpur,Hospital,113,14,19,24,1,0,36-50,-0.66,18,0
2023-07-21,Bikaner,Hospital,177,26,10,52,1,0,65+,2.71,24,1
2023-10-25,Bharatpur,Clinic,150,49,15,43,5,0,51-65,-0.46,51,0
2023-01-03,Jodhpur,Clinic,131,59,43,24,4,0,51-65,3.21,59,1
2023-01-15,Bharatpur,Hospital,142,45,26,35,13,1,51-65,-0.08,43,0
2023-02-25,Bikaner,Hospital,215,16,29,59,2,0,0-18,-0.38,13,0
2023-08-31,Jaipur,Clinic,162,6,58,14,0,0,65+,-0.85,1,0
2023-10-04,Jodhpur,Hospital,234,108,55,46,26,5,0-18,0.83,110,1
2023-01-18,Alwar,Hospital,181,53,52,38,15,1,19-35,-0.57,48,0
2023-06-16,Alwar,Clinic,122,19,34,11,0,0,36-50,-0.64,14,0
2023-11-20,Alwar,Clinic,184,45,52,15,4,0,51-65,1.37,47,1
2023-08-24,Udaipur,Hospital,186,17,52,33,1,0,19-35,0.0,18,0
2023-02-01,Alwar,Clinic,85,28,17,8,5,0,65+,-0.38,26,0
2023-03-31,Sikar,Clinic,158,31,7,22,9,0,36-50,-0.7,33,0
2023-02-01,Ajmer,Hospital,73,22,25,11,5,0,0-18,0.47,24,1
2023-08-13,Pali,Clinic,235,75,25,46,20,2,65+,-0.3,71,0
2023-02-07,Bharatpur,Clinic,185,23,41,18,6,0,36-50,-0.49,26,0
2023-02-15,Pali,Clinic,235,56,79,44,6,0,0-18,-0.25,60,0
2023-08-10,Bikaner,Clinic,82,30,24,19,4,0,0-18,0.88,29,1
2023-04-23,Udaipur,Hospital,196,84,50,56,25,2,65+,3.94,87,1
2023-07-02,Alwar,Hospital,129,14,6,17,4,0,19-35,-0.5,11,0
2023-12-28,Bikaner,Hospital,35,14,9,7,4,0,65+,-0.53,14,0
2023-08-11,Alwar,Clinic,95,22,8,16,0,0,51-65,0.57,21,1
2023-10-11,Bharatpur,Hospital,258,124,63,54,46,9,0-18,4.39,126,1
2023-11-10,Pali,Hospital,187,76,11,27,21,2,51-65,0.36,73,1
2023-01-02,Jaipur,Hospital,94,7,5,10,1,0,0-18,0.17,3,0
2023-06-25,Jodhpur,Clinic,104,36,21,21,4,0,36-50,-0.67,31,0
2023-10-01,Ajmer,Hospital,237,42,3,24,10,0,65+,0.91,44,1
2023-11-11,Bikaner,Hospital,127,57,11,21,0,0,36-50,3.07,52,1
2023-08-13,Ajmer,Clinic,44,16,9,9,3,0,0-18,-0.62,16,0
2023-02-23,Pali,Hospital,138,13,30,40,0,0,36-50,-0.83,15,0
2023-10-26,Jaipur,Hospital,150,28,37,33,9,1,51-65,3.0,27,1
2023-09-12,Jodhpur,Hospital,151,36,10,9,6,0,36-50,0.0,34,0
2023-05-23,Jaipur,Hospital,183,24,26,8,7,0,51-65,-0.14,27,0
2023-11-21,Jodhpur,Hospital,207,79,48,4,3,0,19-35,1.19,80,1
2023-03-13,Udaipur,Hospital,38,14,6,2,1,0,51-65,-0.83,12,0
2023-08-25,Sikar,Clinic,95,34,21,15,0,0,0-18,0.1,29,0
2023-06-24,Ajmer,Clinic,55,7,8,12,0,0,19-35,-0.56,2,0
2023-12-08,Sikar,Clinic,148,9,46,11,1,0,51-65,-0.74,13,0
2023-02-19,Udaipur,Hospital,64,31,18,11,8,1,51-65,1.21,34,1
2023-12-24,Kota,Hospital,54,14,7,13,2,0,36-50,-0.89,12,0
2023-10-26,Pali,Hospital,84,12,18,21,0,0,36-50,-0.08,12,0
2023-05-11,Jaipur,Hospital,178,85,12,51,8,1,36-50,2.54,81,1
2023-08-09,Jaipur,Hospital,206,39,13,37,6,0,65+,-0.54,40,0
2023-04-10,Bharatpur,Hospital,286,92,21,65,11,0,51-65,-0.26,96,0
2023-07-03,Bharatpur,Hospital,157,50,56,5,1,0,36-50,-0.46,52,0
2023-03-02,Jaipur,Hospital,215,17,22,33,3,0,65+,-0.56,18,0
2023-12-09,Bikaner,Hospital,38,10,6,3,0,0,19-35,-0.82,5,0
2023-04-27,Jaipur,Clinic,262,66,14,23,25,0,36-50,2.88,63,1
2023-10-21,Alwar,Clinic,187,40,34,24,3,0,19-35,0.82,42,1
2023-07-01,Jodhpur,Hospital,249,98,27,40,13,2,65+,0.24,95,0
2023-03-08,Pali,Hospital,250,30,27,70,4,0,0-18,1.5,31,1
2023-07-24,Ajmer,Clinic,122,58,8,17,14,2,0-18,7.29,60,1
2023-10-09,Udaipur,Clinic,224,95,23,45,0,0,19-35,2.06,97,1
2023-05-10,Sikar,Hospital,142,57,42,31,18,3,36-50,5.33,60,1
2023-07-03,Bikaner,Hospital,124,8,3,31,1,0,51-65,-0.2,4,0
2023-01-01,Bharatpur,Hospital,129,9,13,19,0,0,65+,-0.82,13,0
2023-11-26,Bharatpur,Hospital,101,48,17,19,16,0,51-65,4.33,51,1
2023-03-16,Bikaner,Hospital,52,21,3,12,7,1,65+,1.62,24,1
2023-04-27,Jaipur,Clinic,198,60,37,24,11,1,36-50,-0.09,56,0
2023-12-23,Kota,Clinic,57,16,7,11,5,0,36-50,0.14,16,0
2023-06-25,Ajmer,Clinic,174,67,30,50,18,2,65+,0.16,62,0
2023-11-14,Bharatpur,Hospital,263,62,86,19,2,0,65+,0.29,61,1
2023-07-16,Jodhpur,Hospital,42,13,13,5,2,0,51-65,-0.87,9,0
2023-05-24,Bikaner,Hospital,274,121,53,74,45,4,51-65,4.76,125,1
2023-01-23,Jodhpur,Clinic,221,36,7,8,12,0,51-65,1.77,32,1
2023-07-12,Pali,Hospital,76,22,28,4,4,0,0-18,-0.27,17,0
2023-04-28,Udaipur,Clinic,234,105,33,15,29,4,19-35,0.11,102,0
2023-08-31,Jodhpur,Hospital,204,59,42,40,15,1,51-65,0.64,58,1
2023-12-21,Ajmer,Clinic,163,64,42,15,21,4,65+,-0.04,60,0
2023-09-05,Jodhpur,Clinic,101,49,32,15,1,0,36-50,-0.17,48,0
2023-07-19,Udaipur,Hospital,138,58,41,17,14,2,36-50,-0.45,59,0
2023-11-28,Pali,Clinic,193,6,10,53,0,0,65+,-0.73,3,0
2023-04-21,Jodhpur,Clinic,103,35,40,5,4,0,0-18,-0.29,30,0
2023-03-12,Udaipur,Hospital,282,68,93,15,6,0,19-35,0.17,68,0
2023-01-21,Pali,Clinic,78,13,18,16,1,0,0-18,1.17,13,1
2023-03-23,Kota,Hospital,193,9,58,28,1,0,36-50,-0.44,12,0
2023-08-01,Pali,Clinic,60,6,20,17,1,0,19-35,-0.54,8,0
2023-12-05,Sikar,Hospital,62,30,15,13,11,1,51-65,-0.47,29,0
2023-10-16,Jodhpur,Hospital,91,27,9,18,9,0,36-50,-0.23,31,0
2023-05-07,Bharatpur,Clinic,188,79,32,27,1,0,36-50,0.27,74,1
2023-07-19,Jodhpur,Clinic,117,23,22,12,7,1,0-18,-0.15,24,0
2023-01-30,Ajmer,Clinic,282,43,54,47,9,0,65+,-0.33,47,0
2023-09-28,Jaipur,Clinic,73,32,27,20,2,0,51-65,-0.47,29,0
2023-11-30,Jaipur,Clinic,141,24,43,32,0,0,36-50,-0.25,23,0
2023-11-25,Alwar,Hospital,82,6,4,16,0,0,19-35,-0.85,2,0
2023-10-24,Bharatpur,Hospital,292,86,100,71,17,2,51-65,0.09,82,0
2023-08-05,Bikaner,Hospital,57,26,20,10,8,1,19-35,-0.79,30,0
2023-11-08,Sikar,Hospital,86,35,23,2,11,0,65+,0.17,32,0
2023-01-27,Bharatpur,Hospital,89,39,24,12,3,0,19-35,-0.55,36,0
2023-11-06,Jodhpur,Hospital,232,113,72,68,26,4,51-65,3.91,117,1
2023-07-24,Jodhpur,Hospital,207,59,73,26,3,0,19-35,-0.48,54,0
2023-02-17,Alwar,Clinic,220,79,30,9,4,0,36-50,12.17,76,1
2023-07-27,Bharatpur,Hospital,245,91,83,48,35,4,65+,1.33,92,1
2023-07-24,Udaipur,Clinic,298,29,34,63,8,1,36-50,-0.57,31,0
2023-02-10,Kota,Hospital,103,18,6,18,5,0,51-65,1.0,19,1
2023-05-04,Kota,Clinic,175,24,58,36,2,0,19-35,0.33,19,1
2023-08-03,Alwar,Hospital,203,32,8,18,7,1,51-65,-0.59,31,0
2023-12-12,Sikar,Hospital,97,24,17,5,2,0,65+,-0.31,24,0
2023-05-07,Kota,Hospital,185,38,32,9,6,0,0-18,0.58,41,1
2023-08-21,Kota,Clinic,218,65,9,31,10,2,0-18,0.71,65,1
2023-01-07,Bikaner,Hospital,116,48,23,5,15,1,0-18,0.85,43,1
2023-04-27,Udaipur,Clinic,198,56,43,3,21,1,36-50,0.93,53,1
2023-10-04,Sikar,Clinic,146,72,26,42,25,5,36-50,2.0,72,1
2023-09-11,Jaipur,Hospital,136,66,23,11,5,0,0-18,1.75,70,1
2023-04-08,Kota,Hospital,130,56,27,26,4,0,36-50,-0.14,53,0
2023-06-13,Jaipur,Hospital,173,56,58,27,11,2,36-50,-0.15,54,0
2023-08-07,Udaipur,Clinic,190,92,49,19,7,0,65+,0.64,88,1
2023-08-23,Pali,Hospital,73,15,15,2,1,0,36-50,1.5,15,1
2023-04-04,Udaipur,Hospital,74,30,17,17,7,0,65+,-0.67,26,0
2023-07-15,Pali,Clinic,198,49,66,54,14,1,65+,2.27,48,1
2023-09-30,Udaipur,Clinic,289,67,44,47,25,3,0-18,1.23,68,1
2023-06-30,Jaipur,Hospital,130,46,20,9,12,2,0-18,-0.18,47,0
2023-04-20,Bharatpur,Hospital,186,85,18,13,5,0,51-65,-0.07,87,0
2023-09-08,Alwar,Hospital,292,84,113,53,14,0,36-50,1.62,88,1
2023-11-21,Jodhpur,Clinic,86,19,13,17,6,0,65+,-0.68,14,0
2023-09-08,Alwar,Clinic,37,13,3,7,4,0,19-35,-0.85,13,0
2023-11-17,Kota,Hospital,121,51,41,21,6,0,0-18,-0.09,47,0
2023-10-19,Kota,Hospital,81,13,10,21,1,0,0-18,-0.75,11,0
2023-02-23,Udaipur,Clinic,186,90,42,8,34,9,36-50,0.34,92,1
2023-10-10,Pali,Clinic,49,13,7,9,1,0,0-18,-0.73,9,0
2023-11-02,Bikaner,Hospital,296,97,65,77,7,0,19-35,1.02,93,1
2023-11-06,Jaipur,Clinic,148,53,22,12,6,0,36-50,0.15,54,0
2023-08-20,Udaipur,Hospital,126,32,8,33,4,0,36-50,-0.64,32,0
2023-09-25,Bikaner,Hospital,180,73,53,2,8,0,36-50,-0.25,76,0
2023-11-14,Kota,Clinic,49,10,5,3,3,0,0-18,-0.23,11,0
2023-10-19,Sikar,Hospital,164,62,36,25,22,0,0-18,-0.14,58,0
2023-07-09,Bikaner,Hospital,146,17,4,4,2,0,51-65,-0.77,14,0
2023-01-09,Sikar,Clinic,216,70,14,12,11,1,51-65,0.13,70,0
2023-11-23,Jaipur,Hospital,120,23,6,28,3,0,19-35,-0.57,19,0
2023-10-11,Udaipur,Hospital,206,75,27,47,1,0,65+,1.34,77,1
2023-03-07,Bharatpur,Clinic,231,68,7,23,3,0,36-50,-0.2,64,0
2023-04-14,Kota,Clinic,131,12,22,33,2,0,51-65,0.2,7,0
2023-10-24,Jaipur,Clinic,185,9,13,17,1,0,19-35,-0.61,7,0
2023-12-24,Bikaner,Hospital,161,28,14,42,3,0,51-65,0.65,28,1
2023-06-09,Jaipur,Hospital,199,46,59,41,4,0,65+,4.11,50,1
2023-10-17,Jaipur,Clinic,290,32,79,40,9,1,51-65,-0.3,28,0
2023-08-29,Kota,Clinic,280,71,111,73,17,2,36-50,4.92,67,1
2023-06-21,Jaipur,Clinic,243,23,26,5,5,0,36-50,-0.28,21,0
2023-10-22,Bikaner,Clinic,111,22,28,6,0,0,19-35,-0.21,22,0
2023-04-15,Pali,Clinic,65,28,15,5,6,0,65+,1.15,24,1
2023-06-19,Bharatpur,Hospital,109,18,8,30,4,0,0-18,-0.74,13,0
2023-04-09,Sikar,Clinic,274,78,19,80,0,0,0-18,0.11,77,0
2023-12-22,Jodhpur,Clinic,295,140,45,4,31,5,51-65,6.37,139,1
2023-11-05,Kota,Hospital,227,49,73,26,18,0,36-50,-0.31,45,0
2023-08-09,Kota,Clinic,83,11,4,13,3,0,19-35,-0.78,9,0
2023-02-19,Jaipur,Clinic,163,9,55,21,0,0,0-18,-0.61,9,0
2023-03-19,Jaipur,Clinic,138,13,12,15,3,0,65+,0.44,16,1
2023-10-03,Udaipur,Hospital,145,63,29,25,20,0,36-50,-0.16,67,0
2023-03-11,Udaipur,Hospital,151,50,6,28,2,0,51-65,-0.21,48,0
2023-02-24,Udaipur,Clinic,275,32,55,38,4,0,0-18,-0.36,31,0
2023-05-15,Pali,Hospital,153,14,50,32,2,0,65+,-0.5,14,0
2023-10-30,Kota,Hospital,81,6,29,19,1,0,65+,-0.45,2,0
2023-06-24,Sikar,Hospital,153,54,43,3,10,2,51-65,-0.31,52,0
2023-02-10,Bikaner,Hospital,218,24,45,29,2,0,36-50,0.09,28,0
2023-08-24,Pali,Hospital,76,6,5,15,0,0,19-35,-0.57,5,0
2023-06-24,Sikar,Hospital,155,57,14,7,10,0,36-50,0.06,57,0
2023-01-24,Bharatpur,Hospital,89,7,33,5,1,0,19-35,-0.61,2,0
2023-12-18,Ajmer,Clinic,210,88,54,27,5,0,36-50,1.05,87,1
2023-12-05,Jodhpur,Clinic,266,41,28,72,11,1,36-50,-0.71,38,0
2023-09-18,Jaipur,Clinic,222,49,35,64,18,4,65+,2.77,48,1
2023-01-09,Pali,Clinic,146,10,24,40,2,0,51-65,0.67,5,1
2023-01-06,Bikaner,Hospital,104,15,14,26,5,0,65+,-0.38,12,0
2023-12-11,Sikar,Hospital,281,7,63,52,1,0,19-35,-0.88,5,0
2023-10-14,Jaipur,Hospital,285,40,72,77,10,1,65+,-0.18,39,0
2023-06-17,Bharatpur,Hospital,170,21,33,30,7,1,0-18,2.0,19,1
2023-10-01,Jaipur,Hospital,71,30,15,16,1,0,65+,-0.25,27,0
2023-05-05,Kota,Hospital,211,47,23,48,15,1,19-35,6.83,48,1
2023-06-12,Bharatpur,Clinic,73,13,25,13,3,0,36-50,-0.38,16,0
2023-05-23,Alwar,Clinic,273,29,71,53,7,1,36-50,1.23,27,1
2023-07-04,Pali,Hospital,90,24,22,5,3,0,0-18,1.4,21,1
2023-12-09,Bharatpur,Hospital,180,58,62,26,1,0,51-65,3.46,61,1
2023-05-14,Kota,Hospital,271,5,88,65,0,0,51-65,-0.89,3,0
2023-10-24,Udaipur,Hospital,246,108,97,66,10,0,19-35,2.38,108,1
2023-01-23,Bikaner,Clinic,276,103,103,81,36,1,19-35,5.87,105,1
2023-11-07,Jodhpur,Hospital,225,108,20,54,39,9,51-65,1.63,108,1
2023-11-16,Jodhpur,Clinic,31,12,3,5,1,0,51-65,-0.89,16,0
2023-04-20,Kota,Clinic,42,19,11,2,0,0,65+,2.8,20,1
2023-02-05,Ajmer,Clinic,87,5,33,11,1,0,36-50,-0.94,4,0
2023-03-26,Udaipur,Hospital,141,53,8,12,3,0,51-65,-0.51,53,0
2023-06-26,Jodhpur,Clinic,116,20,19,20,6,0,0-18,0.67,20,1
2023-02-01,Pali,Hospital,127,25,41,2,2,0,65+,0.04,25,0
2023-07-28,Ajmer,Clinic,35,5,10,3,0,0,65+,0.0,9,0
2023-09-28,Pali,Hospital,49,21,10,4,2,0,51-65,-0.16,18,0
2023-08-23,Bikaner,Clinic,264,91,88,68,23,1,0-18,-0.12,92,0
2023-11-13,Jaipur,Clinic,137,47,5,27,16,2,36-50,0.57,46,1
2023-10-25,Kota,Hospital,119,54,27,15,11,0,36-50,1.84,58,1
2023-11-28,Alwar,Clinic,68,29,15,15,4,0,36-50,0.0,33,0
2023-04-19,Udaipur,Clinic,73,24,25,13,3,0,51-65,-0.55,27,0
2023-07-08,Pali,Clinic,207,69,15,42,26,0,0-18,2.29,66,1
2023-09-04,Sikar,Clinic,189,85,12,50,13,1,51-65,11.14,89,1
2023-03-30,Udaipur,Hospital,199,40,70,31,8,1,19-35,0.67,39,1
2023-11-10,Kota,Hospital,128,51,45,5,6,0,19-35,-0.06,50,0
2023-07-04,Jaipur,Hospital,211,46,16,61,10,1,36-50,-0.02,48,0
2023-03-07,Pali,Clinic,221,34,38,6,11,0,0-18,-0.51,38,0
2023-07-13,Ajmer,Clinic,82,34,20,21,3,0,51-65,5.8,33,1
2023-11-25,Kota,Hospital,233,33,65,23,10,0,65+,-0.35,31,0
2023-01-07,Ajmer,Hospital,165,57,33,27,17,3,51-65,0.68,52,1
2023-05-07,Pali,Clinic,54,15,10,13,3,0,51-65,-0.56,13,0
2023-06-30,Udaipur,Clinic,43,7,13,2,1,0,19-35,-0.82,5,0
2023-09-08,Bharatpur,Hospital,259,32,91,23,8,0,51-65,-0.45,29,0
2023-10-01,Alwar,Clinic,219,95,84,3,15,1,65+,2.28,99,1
2023-05-14,Ajmer,Clinic,203,45,60,31,6,0,19-35,-0.21,42,0
2023-06-07,Pali,Hospital,227,26,36,19,0,0,36-50,0.73,21,1
2023-12-22,Bikaner,Hospital,191,83,58,5,5,0,0-18,-0.09,82,0
2023-02-03,Udaipur,Hospital,253,125,72,3,35,2,0-18,16.86,128,1
2023-10-05,Jaipur,Clinic,252,8,65,18,2,0,65+,-0.83,10,0
2023-11-04,Kota,Hospital,170,31,6,39,8,0,36-50,-0.06,30,0
2023-12-02,Ajmer,Clinic,130,32,35,4,5,0,0-18,-0.29,33,0
2023-04-06,Bikaner,Clinic,129,13,50,32,1,0,36-50,-0.84,17,0
2023-01-10,Jodhpur,Hospital,185,65,43,34,19,2,36-50,2.25,67,1
2023-11-04,Bharatpur,Hospital,134,8,22,21,0,0,0-18,-0.75,9,0
2023-12-02,Bharatpur,Hospital,220,91,24,19,10,1,51-65,10.38,88,1
2023-03-27,Ajmer,Clinic,198,82,51,16,13,1,65+,1.56,83,1
2023-11-01,Alwar,Hospital,276,94,100,8,8,0,65+,-0.01,93,0
2023-12-03,Bharatpur,Hospital,184,73,60,50,20,2,65+,-0.2,76,0
2023-05-04,Jodhpur,Hospital,84,35,6,22,7,1,36-50,-0.46,37,0
2023-11-16,Pali,Clinic,262,86,12,60,30,1,19-35,2.31,85,1
2023-10-29,Alwar,Hospital,191,71,14,44,14,0,65+,-0.24,67,0
2023-07-01,Sikar,Clinic,290,91,112,13,2,0,0-18,0.07,89,0
2023-02-03,Alwar,Clinic,192,63,46,27,9,0,19-35,-0.11,60,0
2023-08-18,Pali,Clinic,123,26,23,33,2,0,0-18,-0.7,22,0
2023-07-18,Ajmer,Hospital,114,53,27,19,5,0,0-18,-0.35,57,0
2023-12-07,Bharatpur,Clinic,114,21,39,9,6,0,0-18,-0.71,20,0
2023-10-23,Bikaner,Hospital,103,29,28,15,0,0,0-18,1.23,32,1
2023-07-27,Bharatpur,Hospital,246,23,93,72,5,0,0-18,0.1,24,0
2023-04-30,Alwar,Hospital,156,40,16,33,15,1,51-65,-0.37,41,0
2023-09-09,Alwar,Clinic,253,20,63,65,3,0,65+,-0.5,17,0
2023-09-12,Bharatpur,Clinic,33,13,10,4,0,0,65+,-0.43,11,0
2023-11-28,Kota,Hospital,43,5,15,6,1,0,36-50,-0.84,2,0
2023-09-16,Bikaner,Hospital,191,80,14,36,3,0,65+,1.76,83,1
2023-06-08,Ajmer,Hospital,109,20,17,10,3,0,65+,-0.62,17,0
2023-09-24,Bharatpur,Clinic,282,85,23,77,24,2,51-65,5.54,80,1
2023-06-11,Bharatpur,Hospital,97,23,20,14,0,0,51-65,-0.73,23,0
2023-12-03,Alwar,Clinic,117,30,21,24,9,1,65+,0.5,34,1
2023-12-03,Ajmer,Clinic,246,49,67,12,7,0,65+,1.45,44,1
2023-12-13,Pali,Hospital,277,137,74,4,32,3,19-35,4.27,135,1
2023-09-16,Udaipur,Clinic,250,16,69,61,0,0,51-65,-0.87,20,0
2023-06-19,Jaipur,Clinic,223,103,33,37,40,1,51-65,11.88,105,1
2023-08-11,Udaipur,Clinic,100,36,12,24,2,0,19-35,1.25,31,1
2023-09-21,Udaipur,Hospital,229,62,14,20,0,0,19-35,0.72,62,1
2023-05-28,Jodhpur,Clinic,248,106,67,70,32,0,51-65,2.03,103,1
2023-07-05,Ajmer,Clinic,252,14,48,39,0,0,36-50,-0.71,11,0
2023-03-07,Jodhpur,Clinic,148,27,17,6,4,0,65+,-0.75,31,0
2023-08-14,Udaipur,Hospital,171,62,66,15,13,0,51-65,0.0,58,0
2023-09-14,Sikar,Clinic,261,46,75,60,6,0,36-50,-0.49,44,0
2023-07-19,Pali,Clinic,59,28,14,9,7,0,0-18,-0.8,30,0
2023-01-01,Ajmer,Hospital,181,71,69,31,12,1,19-35,4.07,68,1
2023-12-02,Bikaner,Hospital,32,12,7,5,0,0,51-65,-0.85,13,0
2023-07-02,Alwar,Hospital,227,23,88,58,7,1,65+,-0.23,21,0
2023-07-30,Pali,Hospital,196,36,73,9,0,0,51-65,0.29,36,1
2023-07-07,Bharatpur,Clinic,38,14,9,4,2,0,65+,-0.39,12,0
2023-01-21,Jaipur,Hospital,152,13,9,14,1,0,0-18,-0.87,9,0
2023-06-01,Ajmer,Hospital,158,52,46,21,2,0,19-35,-0.27,56,0
2023-06-08,Bharatpur,Clinic,212,74,3,7,21,0,36-50,4.29,70,1
2023-10-05,Jaipur,Hospital,256,108,37,11,37,9,19-35,7.31,110,1
2023-09-26,Sikar,Clinic,94,31,35,20,2,0,51-65,-0.33,29,0
2023-05-24,Alwar,Hospital,113,52,7,13,12,1,36-50,1.26,53,1
2023-08-26,Alwar,Hospital,145,58,57,16,0,0,65+,0.12,53,0
2023-03-18,Ajmer,Hospital,54,23,18,3,8,0,36-50,-0.56,20,0
2023-10-14,Udaipur,Clinic,256,87,49,27,12,0,65+,0.4,90,1
2023-12-07,Ajmer,Hospital,186,17,58,40,4,0,65+,-0.26,17,0
2023-10-30,Jodhpur,Clinic,145,59,38,13,14,0,19-35,1.19,58,1
2023-12-05,Bikaner,Clinic,215,51,53,56,9,1,0-18,3.25,50,1
2023-11-29,Jodhpur,Clinic,258,59,32,49,14,3,36-50,0.0,62,0
2023-05-28,Alwar,Hospital,211,92,50,51,31,0,36-50,0.59,89,1
2023-07-03,Bikaner,Hospital,56,19,6,9,0,0,19-35,-0.63,14,0
2023-12-23,Bikaner,Hospital,256,86,97,27,24,0,19-35,3.53,83,1
2023-12-12,Pali,Hospital,265,67,34,77,19,1,19-35,0.86,65,1
2023-04-05,Bikaner,Hospital,32,5,6,4,0,0,0-18,-0.94,1,0
2023-07-17,Alwar,Hospital,288,43,72,84,6,0,19-35,-0.53,45,0
2023-04-07,Kota,Clinic,241,50,38,71,19,1,65+,9.0,54,1
2023-07-05,Bharatpur,Clinic,276,32,104,46,8,1,65+,-0.57,31,0
2023-02-12,Alwar,Hospital,76,5,25,21,1,0,51-65,-0.88,2,0
