date,district,avg_temperature,rainfall,humidity,temperature_deviation,rainfall_deviation,weather_risk_index
2023-11-09,Jodhpur,33.82,83.38,57.94,3.82,43.38,0.51
2023-03-21,Jaipur,44.03,11.06,39.66,6.53,6.06,0.28
2023-11-17,Alwar,25.6,14.48,69.37,-4.4,-25.52,0.37
2023-10-26,Kota,29.17,113.0,62.31,-0.83,73.0,0.56
2023-12-24,Udaipur,16.09,0.79,61.36,-3.91,-4.21,0.3
2023-02-03,Pali,15.25,14.88,65.47,-4.75,9.88,0.36
2023-05-30,Sikar,33.95,9.93,63.86,-3.55,4.93,0.33
2023-03-27,Jaipur,40.0,7.82,37.4,2.5,2.82,0.2
2023-01-01,Bharatpur,17.11,1.76,52.89,-2.89,-3.24,0.25
2023-09-09,Udaipur,25.68,52.91,85.96,-4.32,12.91,0.54
2023-04-06,Bikaner,38.25,3.19,65.57,0.75,-1.81,0.28
2023-06-05,Alwar,43.86,1.75,64.62,6.36,-3.25,0.35
2023-09-28,Pali,32.68,111.68,54.14,2.68,71.68,0.55
2023-04-08,Sikar,31.39,1.56,35.92,-6.11,-3.44,0.23
2023-10-21,Udaipur,30.78,55.82,47.95,0.78,15.82,0.35
2023-10-04,Alwar,28.65,87.58,55.1,-1.35,47.58,0.47
2023-04-07,Jodhpur,35.64,13.84,72.57,-1.86,8.84,0.35
2023-04-12,Alwar,32.73,13.99,46.77,-4.77,8.99,0.29
2023-01-14,Udaipur,21.44,5.59,71.98,1.44,0.59,0.32
2023-02-01,Ajmer,15.69,8.72,67.08,-4.31,3.72,0.35
2023-04-18,Alwar,36.11,14.94,67.39,-1.39,9.94,0.33
2023-02-26,Sikar,20.17,3.74,67.44,0.17,-1.26,0.28
2023-08-05,Ajmer,31.47,24.57,71.71,1.47,-15.43,0.37
2023-02-24,Sikar,21.5,9.68,53.85,1.5,4.68,0.26
2023-05-04,Ajmer,39.63,4.67,40.23,2.13,-0.33,0.2
2023-07-05,Bikaner,30.33,21.14,80.32,0.33,-18.86,0.38
2023-03-25,Bharatpur,32.69,2.86,81.8,-4.81,-2.14,0.4
2023-01-23,Bikaner,21.2,14.26,60.88,1.2,9.26,0.3
2023-10-06,Kota,31.8,42.93,88.35,1.8,2.93,0.49
2023-11-17,Alwar,27.28,111.74,40.08,-2.72,71.74,0.49
2023-05-19,Alwar,40.42,13.11,82.08,2.92,8.11,0.4
2023-07-06,Bharatpur,28.92,16.29,38.38,-1.08,-23.71,0.21
2023-03-12,Alwar,38.12,14.36,69.67,0.62,9.36,0.33
2023-11-26,Kota,34.29,28.47,47.29,4.29,-11.53,0.32
2023-06-23,Sikar,40.27,11.58,68.96,2.77,6.58,0.34
2023-07-12,Ajmer,27.28,110.27,35.83,-2.72,70.27,0.47
2023-01-05,Jodhpur,17.24,2.48,49.69,-2.76,-2.52,0.24
2023-05-05,Jaipur,35.82,12.96,73.92,-1.68,7.96,0.35
2023-12-19,Jodhpur,24.36,4.23,86.46,4.36,-0.77,0.42
2023-01-12,Jaipur,23.19,10.79,72.91,3.19,5.79,0.36
2023-09-23,Bikaner,27.03,68.36,83.83,-2.97,28.36,0.56
2023-02-09,Sikar,15.14,9.2,57.77,-4.86,4.2,0.32
2023-01-15,Sikar,21.13,6.11,57.06,1.13,1.11,0.26
2023-03-30,Bikaner,41.24,3.33,38.17,3.74,-1.67,0.21
2023-03-31,Ajmer,41.76,9.95,63.09,4.26,4.95,0.34
2023-11-04,Jodhpur,25.76,18.72,49.03,-4.24,-21.28,0.3
2023-11-21,Bikaner,28.01,26.58,69.43,-1.99,-13.42,0.38
2023-11-09,Ajmer,32.48,81.13,75.89,2.48,41.13,0.55
2023-03-11,Kota,40.31,5.18,83.25,2.81,0.18,0.38
2023-11-20,Kota,25.09,61.42,53.6,-4.91,21.42,0.44
2023-01-22,Sikar,22.71,2.28,80.81,2.71,-2.72,0.37
2023-11-09,Ajmer,25.32,92.31,88.06,-4.68,52.31,0.66
2023-07-11,Bikaner,33.35,119.38,46.18,3.35,79.38,0.55
2023-09-08,Kota,25.09,9.73,81.34,-4.91,-30.27,0.42
2023-06-05,Udaipur,33.54,6.81,37.49,-3.96,1.81,0.22
2023-10-09,Ajmer,31.33,23.91,75.21,1.33,-16.09,0.38
2023-10-25,Jaipur,28.78,84.9,56.02,-1.22,44.9,0.47
2023-11-25,Bharatpur,29.84,29.97,73.73,-0.16,-10.03,0.38
2023-08-12,Bharatpur,34.42,33.35,62.09,4.42,-6.65,0.4
2023-10-13,Alwar,28.34,91.19,84.04,-1.66,51.19,0.6
2023-01-06,Pali,20.81,5.01,75.39,0.81,0.01,0.33
2023-10-24,Ajmer,31.63,75.67,79.51,1.63,35.67,0.54
2023-09-19,Jodhpur,30.96,108.34,64.52,0.96,68.34,0.56
2023-12-16,Alwar,18.29,8.15,59.52,-1.71,3.15,0.28
2023-07-30,Bikaner,25.43,105.51,71.32,-4.57,65.51,0.63
2023-09-07,Alwar,28.26,57.26,43.35,-1.74,17.26,0.35
2023-06-01,Jodhpur,40.11,2.85,63.07,2.61,-2.15,0.29
2023-07-30,Alwar,25.63,72.36,51.24,-4.37,32.36,0.46
2023-03-21,Udaipur,37.55,11.24,65.69,0.05,6.24,0.29
2023-07-03,Jaipur,29.11,75.51,41.48,-0.89,35.51,0.38
2023-08-07,Sikar,31.84,61.32,81.02,1.84,21.32,0.51
2023-09-03,Bikaner,30.28,27.38,76.87,0.28,-12.62,0.38
2023-12-22,Bikaner,15.82,0.74,51.59,-4.18,-4.26,0.26
2023-04-13,Jodhpur,37.09,3.0,81.78,-0.41,-2.0,0.34
2023-03-17,Bharatpur,39.35,12.63,74.12,1.85,7.63,0.35
2023-02-23,Pali,21.49,4.96,72.79,1.49,-0.04,0.32
2023-08-04,Kota,28.11,27.85,44.45,-1.89,-12.15,0.28
2023-03-16,Bikaner,30.84,9.85,49.5,-6.66,4.85,0.31
2023-07-10,Ajmer,31.4,16.59,38.77,1.4,-23.41,0.22
2023-06-22,Jodhpur,42.84,2.56,68.7,5.34,-2.44,0.35
2023-10-23,Jodhpur,31.55,47.94,89.3,1.55,7.94,0.51
2023-12-19,Pali,19.87,4.24,81.83,-0.13,-0.76,0.34
2023-08-15,Ajmer,25.72,69.42,46.91,-4.28,29.42,0.43
2023-03-18,Bikaner,37.18,6.1,72.85,-0.32,1.1,0.31
2023-01-14,Jodhpur,17.0,14.6,47.52,-3.0,9.6,0.27
2023-04-20,Jodhpur,44.11,2.95,50.6,6.61,-2.05,0.3
2023-08-21,Kota,32.33,10.12,81.83,2.33,-29.88,0.39
2023-03-07,Bikaner,32.75,5.76,84.19,-4.75,0.76,0.42
2023-09-03,Udaipur,28.13,89.43,37.26,-1.87,49.43,0.41
2023-09-14,Alwar,29.16,95.17,39.32,-0.84,55.17,0.42
2023-07-20,Jodhpur,25.87,87.8,52.04,-4.13,47.8,0.5
2023-05-29,Pali,44.62,12.27,71.66,7.12,7.27,0.41
2023-12-08,Sikar,20.01,14.15,58.02,0.01,9.15,0.27
2023-06-13,Sikar,31.73,10.49,80.1,-5.77,5.49,0.43
2023-12-14,Bharatpur,20.17,0.28,81.27,0.17,-4.72,0.33
2023-03-11,Udaipur,44.0,5.33,68.68,6.5,0.33,0.38
2023-10-05,Ajmer,33.78,60.28,60.68,3.78,20.28,0.45
2023-06-13,Alwar,34.52,8.99,66.01,-2.98,3.99,0.33
2023-09-22,Bikaner,29.03,72.04,55.04,-0.97,32.04,0.43
2023-04-19,Ajmer,33.42,4.19,62.72,-4.08,-0.81,0.32
2023-04-22,Jaipur,35.63,6.09,37.52,-1.87,1.09,0.19
2023-04-02,Ajmer,43.89,8.25,62.03,6.39,3.25,0.36
2023-04-06,Ajmer,40.44,9.02,87.95,2.94,4.02,0.42
2023-07-16,Alwar,33.98,93.86,67.42,3.98,53.86,0.57
2023-04-03,Sikar,33.1,2.73,39.69,-4.4,-2.27,0.22
2023-02-13,Pali,17.81,13.01,36.12,-2.19,8.01,0.21
2023-10-24,Bikaner,33.86,117.02,77.37,3.86,77.02,0.67
2023-03-13,Bharatpur,44.62,0.59,44.35,7.12,-4.41,0.27
2023-04-29,Jodhpur,32.82,4.96,82.5,-4.68,-0.04,0.41
2023-10-07,Jodhpur,32.13,55.14,36.18,2.13,15.14,0.32
2023-05-15,Alwar,37.85,1.92,77.32,0.35,-3.08,0.32
2023-11-16,Ajmer,29.15,26.93,40.91,-0.85,-13.07,0.25
2023-02-27,Kota,16.23,5.18,81.74,-3.77,0.18,0.39
2023-12-02,Alwar,23.78,0.09,76.54,3.78,-4.91,0.36
2023-04-25,Jodhpur,38.64,5.09,48.23,1.14,0.09,0.22
2023-06-18,Udaipur,37.5,2.71,86.97,0.0,-2.29,0.36
2023-04-12,Kota,41.55,4.3,81.95,4.05,-0.7,0.39
2023-03-15,Kota,36.21,14.53,65.38,-1.29,9.53,0.32
2023-02-14,Bikaner,23.83,3.96,83.02,3.83,-1.04,0.39
2023-09-24,Alwar,32.34,86.54,55.2,2.34,46.54,0.48
2023-01-25,Jodhpur,24.8,1.63,58.82,4.8,-3.37,0.3
2023-04-08,Jaipur,39.29,14.03,35.51,1.79,9.03,0.2
2023-01-28,Kota,23.91,13.95,52.71,3.91,8.95,0.3
2023-12-04,Alwar,24.25,11.01,82.6,4.25,6.01,0.42
2023-04-03,Udaipur,33.47,14.03,59.57,-4.03,9.03,0.33
2023-12-20,Udaipur,15.49,4.82,51.74,-4.51,-0.18,0.28
2023-04-21,Alwar,38.63,13.07,54.42,1.13,8.07,0.27
2023-10-26,Jodhpur,26.4,83.91,85.01,-3.6,43.91,0.61
2023-10-04,Bikaner,32.9,101.38,81.03,2.9,61.38,0.63
2023-10-27,Jaipur,26.52,114.81,83.98,-3.48,74.81,0.69
2023-08-07,Kota,32.01,15.05,44.13,2.01,-24.95,0.24
2023-11-12,Jodhpur,30.56,52.06,60.88,0.56,12.06,0.39
2023-05-16,Ajmer,43.2,6.05,67.47,5.7,1.05,0.36
2023-03-10,Udaipur,42.79,5.94,45.57,5.29,0.94,0.27
2023-01-08,Alwar,21.11,6.79,89.7,1.11,1.79,0.39
2023-01-01,Bharatpur,15.03,5.74,74.87,-4.97,0.74,0.38
2023-09-19,Bharatpur,33.71,66.23,52.34,3.71,26.23,0.44
2023-10-09,Jodhpur,34.57,68.43,56.61,4.57,28.43,0.47
2023-07-02,Udaipur,33.95,111.97,68.44,3.95,71.97,0.63
2023-12-08,Jaipur,17.55,13.73,74.94,-2.45,8.73,0.37
2023-05-28,Kota,34.95,1.34,61.28,-2.55,-3.66,0.28
2023-05-05,Udaipur,43.24,4.14,55.51,5.74,-0.86,0.31
2023-01-10,Bharatpur,17.36,6.07,79.29,-2.64,1.07,0.37
2023-08-21,Udaipur,28.61,41.43,66.79,-1.39,1.43,0.4
2023-08-07,Bharatpur,33.93,23.69,62.4,3.93,-16.31,0.37
2023-11-28,Ajmer,30.35,70.48,85.1,0.35,30.48,0.53
2023-03-20,Ajmer,37.18,0.76,87.62,-0.32,-4.24,0.36
2023-09-21,Jodhpur,25.83,51.96,60.48,-4.17,11.96,0.44
2023-01-13,Pali,16.95,11.89,71.36,-3.05,6.89,0.36
2023-05-26,Ajmer,32.34,11.41,55.3,-5.16,6.41,0.32
2023-02-03,Bharatpur,15.59,5.84,67.28,-4.41,0.84,0.34
2023-08-06,Kota,32.39,52.83,74.83,2.39,12.83,0.47
2023-04-13,Bikaner,35.58,7.14,71.78,-1.92,2.14,0.33
2023-04-12,Ajmer,39.04,6.43,47.83,1.54,1.43,0.23
2023-12-07,Ajmer,21.38,10.22,83.96,1.38,5.22,0.38
2023-09-12,Pali,31.62,88.08,73.22,1.62,48.08,0.55
2023-04-05,Udaipur,37.38,11.73,48.78,-0.12,6.73,0.23
2023-02-03,Jodhpur,21.86,4.21,79.02,1.86,-0.79,0.35
2023-02-13,Pali,20.78,10.84,38.73,0.78,5.84,0.19
2023-12-21,Udaipur,23.02,5.32,82.83,3.02,0.32,0.39
2023-04-23,Bikaner,36.38,9.59,40.86,-1.12,4.59,0.2
2023-05-08,Sikar,43.91,6.34,41.38,6.41,1.34,0.27
2023-01-22,Pali,18.22,9.67,44.08,-1.78,4.67,0.23
2023-06-07,Jaipur,30.82,2.46,64.18,-6.68,-2.54,0.35
2023-02-12,Kota,24.46,2.51,51.12,4.46,-2.49,0.27
2023-04-17,Ajmer,33.7,5.55,49.42,-3.8,0.55,0.26
2023-07-16,Kota,28.86,15.43,79.23,-1.14,-24.57,0.37
2023-06-29,Kota,44.56,5.54,43.03,7.06,0.54,0.28
2023-08-29,Kota,33.89,28.78,39.97,3.89,-11.22,0.29
2023-02-10,Bikaner,18.11,12.09,64.59,-1.89,7.09,0.32
2023-03-28,Udaipur,34.65,3.01,84.97,-2.85,-1.99,0.39
2023-07-23,Jaipur,30.7,22.64,77.92,0.7,-17.36,0.38
2023-09-06,Ajmer,28.89,64.28,75.57,-1.11,24.28,0.49
2023-04-29,Alwar,40.19,6.11,60.69,2.69,1.11,0.29
2023-12-21,Jodhpur,17.4,8.22,38.57,-2.6,3.22,0.21
2023-07-26,Pali,25.52,118.79,52.04,-4.48,78.79,0.58
2023-07-24,Bharatpur,34.96,5.21,59.4,4.96,-34.79,0.32
2023-05-09,Bharatpur,38.05,5.68,64.44,0.55,0.68,0.28
2023-01-11,Sikar,16.01,13.98,84.02,-3.99,8.98,0.43
2023-08-06,Ajmer,31.48,113.93,41.61,1.48,73.93,0.49
2023-02-23,Jodhpur,17.36,13.29,66.98,-2.64,8.29,0.34
2023-07-22,Bharatpur,32.61,78.1,40.71,2.61,38.1,0.41
2023-07-14,Bikaner,34.42,74.57,52.3,4.42,34.57,0.47
2023-08-31,Ajmer,28.34,36.29,40.62,-1.66,-3.71,0.28
2023-03-20,Alwar,40.46,2.24,57.1,2.96,-2.76,0.27
2023-03-05,Ajmer,37.97,13.47,59.06,0.47,8.47,0.28
2023-05-21,Bikaner,31.31,4.07,61.98,-6.19,-0.93,0.34
2023-01-26,Pali,16.01,3.8,84.69,-3.99,-1.2,0.4
2023-10-10,Jaipur,31.59,64.54,81.64,1.59,24.54,0.52
2023-11-08,Bikaner,25.1,65.19,70.2,-4.9,25.19,0.52
2023-01-18,Kota,23.34,12.47,74.73,3.34,7.47,0.38
2023-03-13,Udaipur,36.36,13.49,79.74,-1.14,8.49,0.37
2023-03-21,Udaipur,42.98,2.68,51.03,5.48,-2.32,0.28
2023-02-15,Pali,16.68,8.16,60.37,-3.32,3.16,0.31
2023-05-14,Bharatpur,32.24,4.76,82.25,-5.26,-0.24,0.41
2023-10-20,Bharatpur,27.17,70.73,60.51,-2.83,30.73,0.47
2023-12-18,Pali,19.61,13.81,70.98,-0.39,8.81,0.33
2023-04-29,Kota,30.74,8.78,55.46,-6.76,3.78,0.34
2023-06-18,Udaipur,42.39,4.78,35.16,4.89,-0.22,0.22
2023-04-07,Kota,39.53,11.87,55.2,2.03,6.87,0.28
2023-08-12,Pali,32.55,35.21,58.57,2.55,-4.79,0.36
2023-12-02,Jaipur,16.36,13.93,57.33,-3.64,8.93,0.32
2023-03-17,Jaipur,37.92,2.37,56.86,0.42,-2.63,0.24
2023-09-05,Jaipur,25.53,66.6,87.79,-4.47,26.6,0.59
2023-08-25,Bikaner,34.03,100.32,41.01,4.03,60.32,0.49
2023-02-28,Pali,16.87,13.4,61.16,-3.13,8.4,0.32
2023-08-11,Bikaner,28.37,7.21,83.14,-1.63,-32.79,0.37
2023-04-19,Jaipur,38.9,3.92,59.27,1.4,-1.08,0.27
2023-11-10,Alwar,27.04,24.95,60.1,-2.96,-15.05,0.35
2023-09-04,Ajmer,33.37,97.12,63.21,3.37,57.12,0.56
2023-01-27,Pali,20.01,13.09,48.67,0.01,8.09,0.23
2023-07-09,Bharatpur,31.8,75.39,88.23,1.8,35.39,0.58
2023-10-31,Bharatpur,33.26,18.9,52.48,3.26,-21.1,0.3
2023-10-23,Ajmer,25.88,37.68,66.33,-4.12,-2.32,0.42
2023-03-20,Alwar,35.38,10.77,65.88,-2.12,5.77,0.32
2023-12-29,Bharatpur,19.43,1.19,42.28,-0.57,-3.81,0.18
2023-03-04,Ajmer,36.83,10.44,51.98,-0.67,5.44,0.24
2023-02-24,Jaipur,17.42,14.88,46.21,-2.58,9.88,0.26
2023-04-10,Ajmer,32.88,7.71,44.26,-4.62,2.71,0.26
2023-09-20,Udaipur,25.91,95.31,59.54,-4.09,55.31,0.55
2023-03-17,Jodhpur,41.68,11.64,72.88,4.18,6.64,0.38
2023-12-31,Jaipur,18.39,0.37,57.98,-1.61,-4.63,0.25
2023-11-10,Kota,33.08,97.67,61.5,3.08,57.67,0.55
2023-05-14,Alwar,43.85,3.06,41.3,6.35,-1.94,0.26
2023-12-31,Bikaner,24.68,0.92,64.36,4.68,-4.08,0.32
2023-07-28,Sikar,31.46,67.81,49.39,1.46,27.81,0.4
2023-09-27,Bharatpur,34.42,101.5,72.96,4.42,61.5,0.62
2023-06-08,Pali,36.23,2.37,76.98,-1.27,-2.63,0.33
2023-05-21,Bharatpur,36.79,5.14,41.51,-0.71,0.14,0.19
2023-11-13,Bharatpur,27.9,65.42,62.8,-2.1,25.42,0.45
2023-10-28,Udaipur,25.87,32.85,47.78,-4.13,-7.15,0.33
2023-10-07,Alwar,32.5,112.51,75.22,2.5,72.51,0.63
2023-06-01,Jodhpur,36.18,8.27,86.95,-1.32,3.27,0.39
2023-11-13,Jaipur,27.55,117.7,87.73,-2.45,77.7,0.7
2023-10-17,Jaipur,30.44,70.19,65.11,0.44,30.19,0.45
2023-04-10,Pali,32.37,3.19,63.06,-5.13,-1.81,0.33
2023-12-08,Jodhpur,15.27,7.2,85.02,-4.73,2.2,0.42
2023-11-27,Bharatpur,25.84,78.53,58.43,-4.16,38.53,0.5
2023-06-19,Pali,35.12,3.84,36.41,-2.38,-1.16,0.19
2023-11-01,Bikaner,29.25,22.5,85.86,-0.75,-17.5,0.41
2023-12-05,Sikar,22.83,0.78,82.55,2.83,-4.22,0.37
2023-02-13,Alwar,15.96,5.02,41.71,-4.04,0.02,0.23
2023-05-29,Jaipur,36.5,8.22,39.38,-1.0,3.22,0.19
2023-01-12,Udaipur,19.89,7.7,42.64,-0.11,2.7,0.19
2023-08-31,Bikaner,30.85,22.82,48.57,0.85,-17.18,0.27
2023-08-23,Jodhpur,25.18,70.41,79.65,-4.82,30.41,0.57
2023-01-13,Ajmer,18.9,10.51,54.01,-1.1,5.51,0.26
2023-02-22,Sikar,20.67,4.13,78.07,0.67,-0.87,0.33
2023-11-19,Pali,28.08,106.45,87.59,-1.92,66.45,0.66
2023-05-02,Bikaner,44.6,9.18,45.86,7.1,4.18,0.3
2023-02-03,Bharatpur,21.09,7.86,46.02,1.09,2.86,0.22
2023-12-29,Pali,17.07,3.78,63.67,-2.93,-1.22,0.3
2023-10-04,Udaipur,30.72,19.48,73.46,0.72,-20.52,0.36
2023-04-10,Jaipur,36.31,2.56,70.26,-1.19,-2.44,0.3
2023-05-29,Pali,43.95,2.19,86.09,6.45,-2.81,0.44
2023-02-09,Ajmer,20.28,1.81,37.35,0.28,-3.19,0.16
2023-03-05,Kota,42.95,3.16,51.09,5.45,-1.84,0.29
2023-01-17,Bikaner,19.65,14.11,75.86,-0.35,9.11,0.35
2023-12-24,Bikaner,17.48,7.3,53.71,-2.52,2.3,0.27
2023-02-26,Bikaner,15.07,10.47,36.85,-4.93,5.47,0.24
2023-10-22,Bikaner,31.39,8.17,42.1,1.39,-31.83,0.21
2023-12-30,Pali,15.43,11.28,50.16,-4.57,6.28,0.29
2023-12-07,Kota,24.91,2.02,37.0,4.91,-2.98,0.22
2023-11-28,Bikaner,30.16,48.34,51.35,0.16,8.34,0.34
2023-07-21,Kota,26.63,20.21,66.24,-3.37,-19.79,0.36
2023-10-08,Bharatpur,27.08,7.64,61.27,-2.92,-32.36,0.3
2023-07-19,Jaipur,26.75,26.32,86.61,-3.25,-13.68,0.46
2023-12-01,Bikaner,23.51,10.67,62.12,3.51,5.67,0.32
2023-05-29,Ajmer,31.95,0.67,39.47,-5.55,-4.33,0.23
2023-06-27,Kota,36.89,9.61,45.19,-0.61,4.61,0.21
2023-04-04,Ajmer,34.62,3.97,74.21,-2.88,-1.03,0.35
2023-10-21,Pali,27.85,110.35,57.87,-2.15,70.35,0.55
2023-03-07,Bharatpur,41.0,6.36,52.39,3.5,1.36,0.27
2023-09-27,Jaipur,33.6,90.17,55.27,3.6,50.17,0.51
2023-03-26,Pali,33.57,6.45,38.94,-3.93,1.45,0.23
2023-06-14,Udaipur,42.22,13.54,79.81,4.72,8.54,0.42
2023-06-08,Kota,41.65,3.68,80.42,4.15,-1.32,0.39
2023-01-15,Udaipur,16.58,8.36,42.99,-3.42,3.36,0.24
2023-04-24,Kota,37.91,3.32,45.04,0.41,-1.68,0.19
2023-04-18,Bharatpur,33.09,9.24,54.93,-4.41,4.24,0.3
2023-06-02,Alwar,37.95,12.85,58.33,0.45,7.85,0.27
2023-07-06,Sikar,27.79,62.59,41.88,-2.21,22.59,0.36
2023-09-02,Alwar,31.1,90.73,83.66,1.1,50.73,0.59
2023-04-01,Ajmer,31.63,2.07,67.02,-5.87,-2.93,0.35
2023-09-05,Pali,27.09,115.59,71.03,-2.91,75.59,0.63
2023-07-27,Alwar,32.0,21.36,89.8,2.0,-18.64,0.44
2023-07-16,Jodhpur,31.95,87.53,54.75,1.95,47.53,0.48
2023-02-04,Pali,19.69,2.71,58.37,-0.31,-2.29,0.24
2023-07-07,Ajmer,31.17,59.55,69.7,1.17,19.55,0.45
2023-01-20,Alwar,19.54,4.72,58.02,-0.46,-0.28,0.25
2023-08-05,Pali,25.42,59.89,64.7,-4.58,19.89,0.48
2023-12-27,Jodhpur,16.02,14.3,58.32,-3.98,9.3,0.32
2023-10-19,Udaipur,34.2,24.75,46.6,4.2,-15.25,0.31
2023-11-16,Kota,28.7,10.81,79.06,-1.3,-29.19,0.36
2023-07-15,Kota,29.5,95.83,50.81,-0.5,55.83,0.47
2023-07-30,Jodhpur,30.09,86.89,66.68,0.09,46.89,0.5
2023-05-07,Jaipur,36.51,9.48,67.82,-0.99,4.48,0.31
2023-05-05,Jodhpur,33.71,13.8,39.29,-3.79,8.8,0.24
2023-06-28,Alwar,35.43,7.73,68.53,-2.07,2.73,0.32
2023-09-04,Alwar,29.31,55.4,68.84,-0.69,15.4,0.43
2023-04-25,Ajmer,37.63,14.59,86.25,0.13,9.59,0.39
2023-01-06,Bharatpur,20.92,6.68,80.52,0.92,1.68,0.35
2023-10-27,Bharatpur,32.63,77.09,66.17,2.63,37.09,0.51
2023-10-19,Bharatpur,28.82,7.99,67.21,-1.18,-32.01,0.31
2023-09-26,Jodhpur,28.24,45.68,79.45,-1.76,5.68,0.46
2023-03-23,Jodhpur,36.86,13.85,41.35,-0.64,8.85,0.21
2023-06-17,Alwar,34.55,2.39,63.1,-2.95,-2.61,0.3
2023-04-26,Alwar,39.83,1.54,73.02,2.33,-3.46,0.33
2023-03-15,Ajmer,40.45,12.12,44.36,2.95,7.12,0.25
2023-01-21,Bharatpur,23.84,1.02,85.52,3.84,-3.98,0.4
2023-08-02,Bikaner,31.25,73.6,37.97,1.25,33.6,0.36
2023-12-30,Sikar,22.71,6.66,57.84,2.71,1.66,0.29
2023-05-01,Udaipur,37.58,11.23,76.48,0.08,6.23,0.34
2023-03-01,Jodhpur,37.44,14.38,42.05,-0.06,9.38,0.21
2023-07-21,Bikaner,29.19,29.91,61.74,-0.81,-10.09,0.34
2023-06-15,Kota,40.56,11.33,56.53,3.06,6.33,0.3
2023-09-10,Udaipur,34.16,16.59,79.2,4.16,-23.41,0.42
2023-11-28,Bharatpur,32.25,86.82,88.82,2.25,46.82,0.62
2023-11-06,Sikar,26.77,103.99,43.81,-3.23,63.99,0.5
2023-12-25,Sikar,24.51,10.29,48.69,4.51,5.29,0.28
2023-04-13,Udaipur,37.94,8.91,43.76,0.44,3.91,0.2
2023-01-21,Jaipur,15.71,9.61,61.97,-4.29,4.61,0.33
2023-07-01,Kota,26.6,51.38,59.69,-3.4,11.38,0.42
2023-08-05,Jodhpur,26.21,86.23,67.54,-3.79,46.23,0.55
2023-08-25,Alwar,32.5,106.42,80.07,2.5,66.42,0.64
2023-05-27,Udaipur,32.61,9.34,40.57,-4.89,4.34,0.25
2023-09-25,Pali,29.5,24.08,72.66,-0.5,-15.92,0.36
2023-02-26,Alwar,19.19,8.51,35.07,-0.81,3.51,0.17
2023-09-12,Jaipur,32.71,38.49,52.24,2.71,-1.51,0.35
2023-12-15,Udaipur,15.28,5.75,84.45,-4.72,0.75,0.42
2023-12-07,Pali,22.54,3.3,36.18,2.54,-1.7,0.19
2023-12-20,Jodhpur,20.17,6.1,46.64,0.17,1.1,0.21
2023-01-26,Jaipur,24.49,6.95,89.59,4.49,1.95,0.44
2023-10-04,Sikar,28.69,65.81,50.61,-1.31,25.81,0.4
2023-05-10,Udaipur,40.01,12.07,35.53,2.51,7.07,0.21
2023-05-23,Jodhpur,38.38,5.01,73.03,0.88,0.01,0.32
2023-08-05,Bikaner,33.73,104.67,39.99,3.73,64.67,0.49
2023-12-18,Ajmer,23.94,14.64,87.06,3.94,9.64,0.44
2023-07-17,Alwar,33.19,5.62,89.53,3.19,-34.38,0.42
2023-09-09,Alwar,26.65,18.05,48.75,-3.35,-21.95,0.29
2023-08-13,Ajmer,29.83,76.87,51.64,-0.17,36.87,0.41
2023-07-02,Pali,34.03,65.55,56.7,4.03,25.55,0.46
2023-04-27,Kota,41.52,13.46,65.12,4.02,8.46,0.35
2023-06-03,Bharatpur,44.61,9.59,83.15,7.11,4.59,0.45
2023-11-10,Jaipur,30.44,30.02,51.65,0.44,-9.98,0.29
2023-05-27,Jodhpur,30.67,2.49,53.83,-6.83,-2.51,0.31
2023-09-24,Sikar,30.09,47.31,67.96,0.09,7.31,0.4
2023-02-18,Pali,22.77,11.87,63.73,2.77,6.87,0.32
2023-06-02,Bharatpur,45.0,2.84,71.45,7.5,-2.16,0.39
2023-12-01,Ajmer,21.93,7.6,67.8,1.93,2.6,0.32
2023-03-14,Alwar,39.18,10.98,82.99,1.68,5.98,0.38
2023-11-27,Kota,34.96,73.28,64.83,4.96,33.28,0.52
2023-12-06,Udaipur,20.94,9.82,88.1,0.94,4.82,0.39
2023-06-04,Ajmer,43.09,13.57,44.77,5.59,8.57,0.29
2023-01-25,Bharatpur,16.13,10.79,70.73,-3.87,5.79,0.36
2023-12-24,Bharatpur,16.12,1.89,44.16,-3.88,-3.11,0.23
2023-02-06,Kota,15.87,4.93,63.12,-4.13,-0.07,0.32
2023-06-09,Pali,40.3,2.52,89.19,2.8,-2.48,0.4
2023-03-05,Jodhpur,44.96,9.35,75.99,7.46,4.35,0.43
2023-04-30,Kota,36.65,1.4,52.51,-0.85,-3.6,0.23
2023-10-10,Alwar,30.31,52.53,74.96,0.31,12.53,0.44
2023-03-17,Jaipur,38.61,2.48,36.04,1.11,-2.52,0.17
2023-08-04,Udaipur,34.32,68.23,80.41,4.32,28.23,0.56
2023-08-02,Pali,29.54,91.99,42.2,-0.46,51.99,0.42
2023-11-09,Bikaner,28.54,28.44,64.56,-1.46,-11.56,0.35
2023-09-01,Pali,28.97,99.37,84.11,-1.03,59.37,0.62
2023-01-06,Bikaner,24.66,11.25,66.37,4.66,6.25,0.36
2023-08-04,Kota,32.92,27.28,57.37,2.92,-12.72,0.34
2023-04-04,Pali,32.06,8.19,85.71,-5.44,3.19,0.44
2023-06-22,Kota,42.07,7.81,37.85,4.57,2.81,0.23
2023-05-08,Alwar,44.61,12.4,51.75,7.11,7.4,0.33
2023-08-20,Udaipur,27.32,103.94,35.93,-2.68,63.94,0.46
