sale_date,district,medicine_category,medicine_name,units_sold,daily_sales_growth,7_day_moving_average,demand_spike_flag
2023-04-07,Ajmer,cold,Cetirizine,28,-0.67,14,0
2023-08-05,Alwar,fever,Ibuprofen,111,-0.47,100,0
2023-03-24,Bharatpur,fever,Paracetamol,161,-0.14,174,0
2023-11-08,Jodhpur,fever,Aspirin,213,0.01,211,0
2023-01-23,Ajmer,cold,Cetirizine,78,1.79,80,1
2023-03-03,Bharatpur,cold,Cetirizine,186,0.72,175,1
2023-03-20,Jodhpur,cold,Chlorpheniramine,100,-0.24,99,0
2023-08-12,Sikar,cough,Dextromethorphan,180,0.73,167,1
2023-12-14,Pali,fever,Aspirin,276,3.31,280,1
2023-05-11,Alwar,cough,Bromhexine,54,-0.07,57,0
2023-08-15,Jodhpur,fever,Paracetamol,256,0.52,252,1
2023-02-28,Ajmer,antibiotic,Amoxicillin,28,-0.8,31,0
2023-02-10,Jaipur,fever,Paracetamol,94,-0.57,81,0
2023-12-15,Pali,cold,Cetirizine,131,-0.11,121,0
2023-06-29,Ajmer,antibiotic,Azithromycin,112,1.73,115,1
2023-10-14,Sikar,antibiotic,Azithromycin,37,-0.62,41,0
2023-11-11,Bikaner,fever,Aspirin,208,1.02,221,1
2023-10-26,Sikar,cough,Bromhexine,94,0.29,108,0
2023-11-13,Jodhpur,cold,Chlorpheniramine,161,0.61,150,1
2023-09-23,Sikar,fever,Aspirin,221,0.0,235,0
2023-02-08,Ajmer,cold,Cetirizine,108,0.38,113,1
2023-12-09,Ajmer,cold,Chlorpheniramine,35,-0.58,34,0
2023-02-06,Bikaner,cough,Dextromethorphan,164,0.4,167,1
2023-05-15,Kota,cough,Dextromethorphan,180,0.62,183,1
2023-01-02,Kota,antibiotic,Amoxicillin,170,1.98,184,1
2023-12-12,Bikaner,fever,Ibuprofen,143,-0.02,143,0
2023-05-19,Jodhpur,cough,Bromhexine,178,3.05,182,1
2023-05-04,Kota,cough,Dextromethorphan,82,-0.54,94,0
2023-03-21,Jodhpur,cold,Chlorpheniramine,158,-0.02,160,0
2023-03-17,Bharatpur,cough,Dextromethorphan,73,-0.06,81,0
2023-03-06,Alwar,cough,Bromhexine,178,2.3,190,1
2023-07-22,Pali,cough,Bromhexine,233,0.85,241,1
2023-11-26,Bharatpur,cold,Cetirizine,155,-0.17,155,0
2023-08-23,Jodhpur,cold,Chlorpheniramine,180,0.14,187,0
2023-04-17,Ajmer,antibiotic,Azithromycin,140,0.25,134,0
2023-07-10,Alwar,fever,Aspirin,198,-0.17,189,0
2023-12-13,Bikaner,cold,Cetirizine,180,2.33,188,1
2023-09-17,Udaipur,cold,Chlorpheniramine,180,1.61,167,1
2023-12-24,Pali,fever,Aspirin,170,-0.38,181,0
2023-12-22,Jodhpur,cough,Bromhexine,117,-0.34,131,0
2023-10-12,Sikar,antibiotic,Amoxicillin,84,-0.51,81,0
2023-05-25,Kota,fever,Ibuprofen,176,0.02,178,0
2023-09-20,Bharatpur,antibiotic,Azithromycin,135,0.93,148,1
2023-03-19,Jaipur,cough,Dextromethorphan,124,-0.36,135,0
2023-08-02,Ajmer,cold,Chlorpheniramine,71,1.03,71,1
2023-11-16,Alwar,antibiotic,Amoxicillin,23,-0.47,31,0
2023-09-17,Kota,cough,Dextromethorphan,99,0.21,86,0
2023-11-03,Jaipur,cold,Cetirizine,125,-0.14,122,0
2023-06-28,Ajmer,fever,Ibuprofen,153,-0.04,150,0
2023-06-12,Sikar,fever,Ibuprofen,258,0.62,247,1
2023-02-18,Ajmer,cold,Cetirizine,110,0.02,114,0
2023-01-02,Sikar,antibiotic,Amoxicillin,66,-0.21,75,0
2023-06-23,Pali,cold,Chlorpheniramine,37,-0.81,35,0
2023-03-20,Sikar,cough,Bromhexine,48,-0.49,61,0
2023-12-29,Sikar,cough,Dextromethorphan,165,-0.08,157,0
2023-05-20,Bharatpur,antibiotic,Amoxicillin,155,4.96,160,1
2023-03-18,Udaipur,antibiotic,Amoxicillin,127,0.74,116,1
2023-08-05,Ajmer,cold,Chlorpheniramine,166,1.34,173,1
2023-04-03,Alwar,cough,Dextromethorphan,62,-0.18,57,0
2023-04-16,Udaipur,cold,Cetirizine,84,-0.45,84,0
2023-08-19,Jaipur,cough,Bromhexine,173,1.19,164,1
2023-10-16,Jodhpur,antibiotic,Amoxicillin,93,-0.28,96,0
2023-02-05,Kota,fever,Paracetamol,156,0.71,166,1
2023-10-11,Bikaner,fever,Paracetamol,217,0.01,219,0
2023-02-24,Ajmer,fever,Ibuprofen,273,0.78,270,1
2023-06-13,Sikar,fever,Aspirin,183,-0.17,169,0
2023-08-06,Ajmer,cough,Dextromethorphan,209,-0.03,216,0
2023-07-10,Ajmer,cold,Chlorpheniramine,121,-0.27,129,0
2023-01-08,Ajmer,fever,Paracetamol,114,-0.2,113,0
2023-08-26,Jaipur,cold,Chlorpheniramine,45,-0.77,53,0
2023-08-10,Sikar,cold,Chlorpheniramine,117,-0.3,122,0
2023-06-26,Sikar,cold,Chlorpheniramine,90,-0.23,87,0
2023-12-27,Bikaner,antibiotic,Azithromycin,93,-0.53,81,0
2023-03-03,Jodhpur,antibiotic,Amoxicillin,34,-0.63,42,0
2023-11-15,Pali,cold,Chlorpheniramine,115,2.11,119,1
2023-03-24,Ajmer,cough,Dextromethorphan,111,-0.47,117,0
2023-08-11,Ajmer,antibiotic,Amoxicillin,160,4.71,147,1
2023-06-13,Udaipur,fever,Paracetamol,266,0.18,259,0
2023-04-02,Jaipur,antibiotic,Amoxicillin,73,-0.6,78,0
2023-06-21,Jaipur,cold,Chlorpheniramine,97,1.16,90,1
2023-06-19,Kota,fever,Aspirin,76,-0.59,80,0
2023-12-12,Udaipur,fever,Paracetamol,202,-0.24,215,0
2023-08-03,Bharatpur,fever,Paracetamol,213,0.32,224,1
2023-08-11,Sikar,cold,Cetirizine,44,-0.76,34,0
2023-12-01,Kota,cold,Chlorpheniramine,178,1.0,192,1
2023-07-03,Kota,fever,Aspirin,204,1.68,203,1
2023-03-30,Kota,fever,Paracetamol,147,-0.06,152,0
2023-04-19,Pali,fever,Paracetamol,184,1.42,190,1
2023-01-23,Kota,cough,Dextromethorphan,69,-0.3,81,0
2023-12-31,Sikar,cold,Chlorpheniramine,21,-0.77,28,0
2023-02-24,Bikaner,antibiotic,Azithromycin,198,1.13,192,1
2023-11-05,Ajmer,cough,Dextromethorphan,214,0.93,207,1
2023-01-07,Pali,antibiotic,Amoxicillin,59,-0.2,61,0
2023-09-01,Alwar,cold,Chlorpheniramine,149,4.96,163,1
2023-08-05,Bikaner,fever,Aspirin,276,0.33,268,1
2023-11-23,Sikar,cold,Cetirizine,46,0.05,49,0
2023-10-10,Udaipur,fever,Ibuprofen,249,-0.0,238,0
2023-07-25,Jodhpur,cough,Dextromethorphan,162,0.19,175,0
2023-06-17,Pali,cough,Bromhexine,68,-0.71,76,0
2023-06-18,Ajmer,cold,Chlorpheniramine,115,-0.05,129,0
2023-01-02,Bikaner,antibiotic,Azithromycin,192,-0.03,203,0
2023-08-15,Bharatpur,fever,Aspirin,192,-0.09,186,0
2023-07-21,Alwar,fever,Ibuprofen,67,-0.4,77,0
2023-06-15,Bikaner,antibiotic,Amoxicillin,142,0.21,156,0
2023-08-17,Jaipur,fever,Aspirin,210,0.09,216,0
2023-06-01,Alwar,cold,Chlorpheniramine,153,0.03,142,0
2023-08-13,Sikar,fever,Paracetamol,222,0.05,228,0
2023-02-15,Bikaner,cough,Bromhexine,227,0.01,240,0
2023-01-07,Alwar,cough,Dextromethorphan,98,0.58,112,1
2023-01-10,Udaipur,cold,Chlorpheniramine,144,-0.2,150,0
2023-10-04,Pali,cold,Cetirizine,179,0.37,182,1
2023-09-29,Udaipur,antibiotic,Azithromycin,93,-0.43,98,0
2023-03-01,Bikaner,antibiotic,Azithromycin,86,-0.55,93,0
2023-03-11,Bharatpur,antibiotic,Amoxicillin,36,-0.77,36,0
2023-01-25,Udaipur,fever,Aspirin,230,0.24,228,0
2023-05-19,Kota,fever,Aspirin,198,-0.03,209,0
2023-07-28,Sikar,cough,Bromhexine,82,0.71,68,1
2023-12-15,Alwar,cold,Chlorpheniramine,123,-0.2,124,0
2023-06-13,Udaipur,cold,Chlorpheniramine,68,-0.53,63,0
2023-08-09,Kota,cough,Bromhexine,229,0.06,215,0
2023-06-07,Udaipur,antibiotic,Azithromycin,169,0.82,177,1
2023-12-18,Pali,cold,Chlorpheniramine,37,-0.68,46,0
2023-01-11,Pali,cough,Dextromethorphan,109,-0.1,108,0
2023-01-18,Bharatpur,cold,Cetirizine,98,-0.37,99,0
2023-10-15,Udaipur,antibiotic,Azithromycin,145,-0.14,145,0
2023-07-12,Alwar,fever,Aspirin,207,0.05,200,0
2023-09-09,Sikar,antibiotic,Azithromycin,74,1.0,62,1
2023-07-07,Alwar,cold,Chlorpheniramine,82,-0.33,72,0
2023-07-30,Ajmer,fever,Aspirin,142,-0.42,135,0
2023-02-22,Jaipur,cold,Cetirizine,42,-0.66,55,0
2023-05-03,Jaipur,cold,Chlorpheniramine,157,0.62,160,1
2023-02-18,Sikar,cough,Bromhexine,99,0.21,102,0
2023-06-27,Jodhpur,antibiotic,Amoxicillin,157,3.62,151,1
2023-09-03,Bharatpur,fever,Paracetamol,133,-0.38,144,0
2023-07-20,Ajmer,antibiotic,Amoxicillin,49,-0.69,54,0
2023-04-19,Pali,antibiotic,Azithromycin,101,-0.17,102,0
2023-03-12,Ajmer,antibiotic,Amoxicillin,30,-0.39,30,0
2023-05-13,Sikar,fever,Paracetamol,173,-0.22,161,0
2023-04-17,Udaipur,fever,Aspirin,202,-0.12,200,0
2023-04-01,Jodhpur,cold,Chlorpheniramine,54,-0.7,63,0
2023-04-07,Pali,antibiotic,Amoxicillin,61,0.03,67,0
2023-11-15,Bharatpur,cold,Chlorpheniramine,76,-0.56,62,0
2023-08-05,Bharatpur,cough,Bromhexine,150,-0.24,135,0
2023-01-01,Jodhpur,cough,Bromhexine,201,0.72,193,1
2023-07-06,Ajmer,cough,Bromhexine,176,1.12,163,1
2023-06-11,Bharatpur,fever,Ibuprofen,212,0.16,206,0
2023-10-09,Pali,cough,Dextromethorphan,215,0.97,204,1
2023-06-23,Ajmer,cold,Chlorpheniramine,22,-0.81,15,0
2023-06-03,Jaipur,antibiotic,Azithromycin,94,-0.45,80,0
2023-07-31,Sikar,cough,Dextromethorphan,41,-0.75,51,0
2023-09-26,Udaipur,cold,Chlorpheniramine,168,1.47,172,1
2023-10-28,Udaipur,antibiotic,Amoxicillin,179,0.41,186,1
2023-05-01,Ajmer,antibiotic,Amoxicillin,33,0.1,43,0
2023-08-09,Ajmer,cold,Chlorpheniramine,33,0.5,30,1
2023-05-16,Bharatpur,fever,Paracetamol,183,0.38,172,1
2023-10-13,Bikaner,cold,Chlorpheniramine,74,0.85,79,1
2023-10-30,Bharatpur,cough,Bromhexine,223,0.49,234,1
2023-12-13,Jaipur,cold,Chlorpheniramine,196,0.25,186,0
2023-01-06,Jodhpur,fever,Ibuprofen,96,-0.49,102,0
2023-09-22,Bikaner,cough,Bromhexine,156,-0.31,141,0
2023-03-29,Jodhpur,fever,Ibuprofen,255,1.66,249,1
2023-05-02,Jaipur,cough,Dextromethorphan,71,-0.43,71,0
2023-07-28,Alwar,cough,Bromhexine,121,-0.32,112,0
2023-12-08,Bikaner,fever,Aspirin,154,-0.44,145,0
2023-03-17,Alwar,cough,Dextromethorphan,180,0.84,182,1
2023-05-21,Jodhpur,cough,Dextromethorphan,120,-0.26,107,0
2023-01-29,Jaipur,fever,Aspirin,190,-0.1,193,0
2023-05-13,Bikaner,cold,Cetirizine,161,-0.11,153,0
2023-01-23,Pali,antibiotic,Amoxicillin,58,-0.05,63,0
2023-11-02,Bikaner,fever,Ibuprofen,126,-0.12,125,0
2023-01-01,Bharatpur,fever,Paracetamol,201,0.1,212,0
2023-08-17,Bikaner,fever,Ibuprofen,173,0.37,163,1
2023-12-18,Jaipur,cold,Chlorpheniramine,116,-0.41,113,0
2023-07-17,Sikar,cold,Cetirizine,83,0.8,86,1
2023-05-27,Pali,fever,Aspirin,121,-0.29,110,0
2023-03-25,Jaipur,cold,Chlorpheniramine,150,0.29,152,0
2023-11-17,Jodhpur,cold,Cetirizine,111,0.71,99,1
2023-10-05,Ajmer,fever,Ibuprofen,261,-0.04,257,0
2023-01-30,Ajmer,cough,Bromhexine,224,0.27,210,0
2023-10-01,Alwar,antibiotic,Amoxicillin,95,3.13,97,1
2023-02-02,Ajmer,fever,Ibuprofen,148,-0.43,156,0
2023-03-13,Kota,fever,Paracetamol,228,0.55,217,1
2023-01-24,Kota,cold,Chlorpheniramine,47,-0.74,51,0
2023-06-14,Jaipur,cold,Chlorpheniramine,89,-0.41,89,0
2023-01-16,Bharatpur,cold,Chlorpheniramine,193,1.54,202,1
2023-04-13,Sikar,cough,Dextromethorphan,103,1.51,104,1
2023-11-20,Bikaner,cough,Dextromethorphan,189,0.15,176,0
2023-01-30,Sikar,cold,Chlorpheniramine,154,6.33,152,1
2023-08-23,Bharatpur,fever,Aspirin,181,-0.06,173,0
2023-09-30,Bharatpur,fever,Ibuprofen,181,-0.15,188,0
2023-01-13,Bikaner,fever,Ibuprofen,209,0.21,221,0
2023-07-01,Jodhpur,antibiotic,Azithromycin,146,-0.18,136,0
2023-05-12,Sikar,cold,Chlorpheniramine,50,-0.68,49,0
2023-03-11,Jaipur,cough,Dextromethorphan,74,0.04,70,0
2023-10-12,Ajmer,antibiotic,Azithromycin,28,-0.8,25,0
2023-07-04,Jodhpur,cold,Cetirizine,52,-0.53,66,0
2023-09-22,Sikar,fever,Aspirin,184,0.01,177,0
2023-07-11,Kota,antibiotic,Amoxicillin,183,0.08,188,0
2023-03-10,Pali,fever,Aspirin,176,0.45,176,1
2023-03-03,Jodhpur,antibiotic,Amoxicillin,27,-0.83,15,0
2023-03-17,Udaipur,fever,Paracetamol,75,-0.63,75,0
2023-07-12,Alwar,cough,Bromhexine,186,0.54,196,1
2023-09-07,Ajmer,cough,Bromhexine,195,-0.13,194,0
2023-01-21,Alwar,cough,Bromhexine,115,-0.38,100,0
2023-04-14,Alwar,cough,Bromhexine,72,-0.37,67,0
2023-09-11,Bharatpur,fever,Aspirin,213,0.18,227,0
2023-01-17,Bharatpur,cough,Bromhexine,199,-0.11,195,0
2023-08-17,Sikar,cold,Chlorpheniramine,60,0.2,70,0
2023-12-29,Jodhpur,antibiotic,Amoxicillin,83,2.07,73,1
2023-12-04,Bharatpur,cough,Bromhexine,200,0.01,189,0
2023-02-10,Bharatpur,fever,Aspirin,87,-0.59,82,0
2023-05-21,Alwar,antibiotic,Amoxicillin,180,0.89,171,1
2023-03-13,Alwar,cough,Bromhexine,140,0.94,154,1
2023-05-21,Ajmer,cough,Bromhexine,82,-0.58,75,0
2023-06-30,Sikar,fever,Ibuprofen,266,0.03,277,0
2023-04-29,Bikaner,fever,Ibuprofen,156,-0.25,146,0
2023-09-21,Jodhpur,fever,Ibuprofen,141,-0.45,131,0
2023-03-13,Bikaner,fever,Paracetamol,243,0.12,228,0
2023-06-06,Kota,antibiotic,Amoxicillin,107,-0.42,114,0
2023-06-27,Ajmer,fever,Paracetamol,171,0.5,182,1
2023-10-09,Ajmer,fever,Ibuprofen,197,0.33,197,1
2023-08-25,Ajmer,cold,Cetirizine,171,0.55,168,1
2023-03-12,Bikaner,cold,Cetirizine,144,-0.11,139,0
2023-10-07,Bikaner,antibiotic,Azithromycin,95,0.1,85,0
2023-02-23,Bharatpur,cold,Cetirizine,136,0.39,140,1
2023-11-20,Sikar,fever,Ibuprofen,99,-0.63,111,0
2023-05-26,Bharatpur,cold,Cetirizine,29,-0.79,37,0
2023-08-07,Bikaner,antibiotic,Azithromycin,177,0.86,164,1
2023-06-09,Kota,cold,Cetirizine,171,-0.08,163,0
2023-05-14,Udaipur,cold,Chlorpheniramine,28,-0.83,15,0
2023-03-16,Kota,cough,Dextromethorphan,76,0.1,81,0
2023-07-17,Kota,fever,Paracetamol,286,0.25,296,0
2023-12-18,Jaipur,cold,Cetirizine,134,2.19,140,1
2023-04-20,Ajmer,fever,Ibuprofen,130,-0.34,138,0
2023-01-06,Ajmer,cough,Dextromethorphan,113,-0.47,106,0
2023-06-16,Jodhpur,cold,Cetirizine,160,2.08,170,1
2023-02-17,Alwar,cold,Chlorpheniramine,193,1.35,201,1
2023-06-01,Bikaner,cold,Cetirizine,117,-0.19,125,0
2023-04-05,Jodhpur,cough,Bromhexine,99,-0.51,94,0
2023-10-15,Pali,cold,Chlorpheniramine,168,3.54,178,1
2023-12-05,Jaipur,cough,Bromhexine,125,-0.28,112,0
2023-02-20,Jodhpur,fever,Aspirin,164,-0.23,161,0
2023-11-23,Sikar,antibiotic,Azithromycin,37,-0.5,27,0
2023-01-24,Jodhpur,cold,Cetirizine,47,-0.71,52,0
2023-08-17,Jaipur,cold,Cetirizine,141,0.05,137,0
2023-05-12,Kota,cough,Dextromethorphan,50,-0.34,38,0
2023-01-05,Bharatpur,fever,Paracetamol,139,-0.31,149,0
2023-12-12,Bharatpur,antibiotic,Amoxicillin,51,0.42,44,1
2023-10-18,Alwar,fever,Ibuprofen,161,1.4,147,1
2023-04-29,Ajmer,fever,Ibuprofen,237,0.82,228,1
2023-01-25,Pali,antibiotic,Azithromycin,118,0.17,106,0
2023-12-18,Kota,cough,Bromhexine,97,-0.58,99,0
2023-09-02,Ajmer,cold,Cetirizine,100,-0.42,90,0
2023-08-20,Alwar,fever,Aspirin,123,-0.41,108,0
2023-05-14,Bikaner,cough,Bromhexine,140,-0.1,125,0
2023-11-03,Jaipur,cold,Cetirizine,148,0.05,147,0
2023-08-17,Ajmer,cough,Bromhexine,145,0.77,140,1
2023-08-26,Kota,cold,Cetirizine,87,-0.49,99,0
2023-12-16,Udaipur,fever,Paracetamol,126,0.68,120,1
2023-05-01,Jodhpur,cold,Cetirizine,122,1.6,132,1
2023-06-24,Sikar,cold,Cetirizine,102,0.23,99,0
2023-06-10,Bikaner,cough,Bromhexine,124,-0.11,117,0
2023-07-03,Udaipur,fever,Paracetamol,130,0.03,120,0
2023-02-01,Alwar,cough,Bromhexine,164,0.17,177,0
2023-12-11,Pali,cold,Chlorpheniramine,24,-0.86,31,0
2023-06-14,Alwar,fever,Ibuprofen,122,-0.24,124,0
2023-10-06,Sikar,antibiotic,Azithromycin,125,2.38,139,1
2023-09-12,Jodhpur,cough,Bromhexine,62,-0.37,57,0
2023-02-12,Pali,cough,Bromhexine,166,1.44,169,1
2023-11-05,Kota,cough,Dextromethorphan,153,2.06,160,1
2023-01-16,Sikar,fever,Paracetamol,79,-0.54,87,0
2023-10-30,Alwar,cold,Cetirizine,35,-0.49,30,0
2023-08-29,Alwar,cough,Bromhexine,82,-0.5,80,0
2023-11-30,Jodhpur,cough,Bromhexine,72,0.16,61,0
2023-09-26,Udaipur,cold,Chlorpheniramine,87,2.11,85,1
2023-02-26,Bharatpur,cough,Dextromethorphan,104,0.42,118,1
2023-07-23,Jodhpur,fever,Ibuprofen,227,0.61,215,1
2023-08-03,Ajmer,cough,Dextromethorphan,152,0.35,142,1
2023-05-09,Pali,fever,Ibuprofen,262,0.51,273,1
2023-08-25,Jaipur,fever,Aspirin,270,0.42,275,1
2023-02-21,Ajmer,antibiotic,Amoxicillin,46,0.39,55,1
2023-08-10,Bikaner,fever,Ibuprofen,255,0.63,258,1
2023-04-04,Kota,fever,Ibuprofen,186,0.06,179,0
2023-06-06,Pali,fever,Aspirin,215,0.22,212,0
2023-06-28,Ajmer,fever,Ibuprofen,153,-0.35,167,0
2023-09-02,Sikar,antibiotic,Amoxicillin,151,1.29,145,1
2023-08-24,Udaipur,cold,Cetirizine,157,0.87,169,1
2023-01-18,Bharatpur,cold,Cetirizine,184,5.34,191,1
2023-05-09,Jaipur,cold,Chlorpheniramine,180,1.02,181,1
2023-04-01,Jodhpur,cold,Cetirizine,150,0.23,147,0
2023-01-07,Bikaner,fever,Paracetamol,137,-0.44,141,0
2023-03-02,Udaipur,antibiotic,Amoxicillin,101,-0.44,110,0
2023-04-12,Kota,cold,Cetirizine,77,-0.11,62,0
2023-06-04,Bikaner,antibiotic,Azithromycin,39,-0.78,38,0
2023-08-28,Bikaner,fever,Aspirin,183,0.19,173,0
2023-08-04,Udaipur,cold,Chlorpheniramine,83,-0.05,71,0
2023-09-30,Pali,cough,Bromhexine,146,-0.12,148,0
2023-09-24,Jodhpur,fever,Ibuprofen,107,-0.53,113,0
2023-11-03,Sikar,fever,Aspirin,104,-0.43,95,0
2023-03-14,Bharatpur,cough,Dextromethorphan,151,0.45,164,1
2023-11-04,Sikar,cold,Cetirizine,58,-0.43,58,0
2023-06-22,Alwar,cough,Bromhexine,44,-0.46,32,0
2023-06-25,Bharatpur,cough,Dextromethorphan,244,0.62,256,1
2023-12-10,Pali,cold,Cetirizine,195,0.09,182,0
2023-09-09,Sikar,fever,Aspirin,98,-0.06,109,0
2023-07-31,Jodhpur,antibiotic,Amoxicillin,74,-0.11,72,0
2023-10-16,Alwar,antibiotic,Amoxicillin,52,-0.71,40,0
2023-07-12,Jodhpur,fever,Aspirin,139,-0.15,138,0
2023-08-30,Bikaner,cold,Chlorpheniramine,95,0.28,105,0
2023-03-21,Bikaner,antibiotic,Amoxicillin,185,0.3,199,0
2023-01-08,Jaipur,fever,Aspirin,114,-0.58,108,0
2023-10-28,Bharatpur,cold,Cetirizine,25,-0.86,27,0
2023-09-27,Bharatpur,cough,Dextromethorphan,165,-0.32,151,0
2023-04-26,Alwar,antibiotic,Azithromycin,125,0.64,112,1
2023-04-02,Jodhpur,cold,Chlorpheniramine,161,1.98,159,1
2023-05-18,Jaipur,fever,Aspirin,80,-0.3,75,0
2023-08-06,Sikar,cough,Bromhexine,171,0.73,172,1
2023-05-03,Jaipur,cough,Bromhexine,155,0.24,159,0
2023-05-24,Sikar,cold,Cetirizine,40,-0.31,26,0
2023-05-23,Alwar,antibiotic,Azithromycin,120,-0.04,107,0
2023-01-11,Jodhpur,cold,Cetirizine,76,-0.49,63,0
2023-06-26,Alwar,antibiotic,Azithromycin,176,0.47,163,1
2023-11-11,Bharatpur,fever,Paracetamol,180,0.29,180,0
2023-02-28,Kota,fever,Paracetamol,260,-0.09,248,0
2023-06-12,Bikaner,cold,Cetirizine,199,0.7,194,1
2023-02-24,Kota,cold,Chlorpheniramine,161,2.43,159,1
2023-07-16,Bikaner,cough,Dextromethorphan,176,-0.07,168,0
2023-02-22,Jaipur,cold,Chlorpheniramine,111,-0.38,116,0
2023-08-18,Alwar,antibiotic,Azithromycin,114,-0.35,116,0
2023-02-13,Sikar,fever,Paracetamol,120,0.52,117,1
2023-07-19,Bikaner,cough,Bromhexine,197,0.59,194,1
2023-06-24,Alwar,fever,Paracetamol,197,-0.14,187,0
2023-03-28,Udaipur,antibiotic,Amoxicillin,114,0.13,117,0
2023-04-18,Jaipur,cold,Chlorpheniramine,164,0.48,155,1
2023-06-11,Jodhpur,fever,Paracetamol,62,-0.76,70,0
2023-01-09,Ajmer,cold,Chlorpheniramine,89,1.7,79,1
2023-04-12,Udaipur,cold,Cetirizine,119,-0.24,112,0
2023-09-12,Alwar,cough,Dextromethorphan,162,-0.1,169,0
2023-01-14,Alwar,cold,Cetirizine,199,4.69,185,1
2023-03-27,Ajmer,cold,Cetirizine,39,-0.61,31,0
2023-12-20,Kota,antibiotic,Azithromycin,37,-0.5,23,0
2023-06-20,Jaipur,antibiotic,Amoxicillin,24,-0.67,19,0
2023-03-08,Ajmer,fever,Ibuprofen,234,0.53,243,1
2023-05-25,Sikar,cough,Dextromethorphan,106,0.03,108,0
2023-12-08,Jaipur,cough,Bromhexine,121,-0.22,129,0
2023-06-01,Bharatpur,cold,Cetirizine,116,3.64,116,1
2023-06-22,Bikaner,cold,Chlorpheniramine,40,-0.58,39,0
2023-04-27,Bharatpur,cold,Chlorpheniramine,107,-0.45,98,0
2023-01-02,Udaipur,fever,Ibuprofen,217,-0.13,205,0
2023-12-01,Alwar,cold,Chlorpheniramine,125,-0.35,129,0
2023-10-10,Udaipur,cough,Dextromethorphan,61,-0.49,72,0
2023-11-21,Kota,fever,Aspirin,111,-0.44,99,0
2023-07-07,Bikaner,cold,Cetirizine,145,-0.27,156,0
2023-12-10,Bikaner,antibiotic,Amoxicillin,35,-0.81,21,0
2023-05-23,Alwar,cold,Chlorpheniramine,109,-0.13,95,0
2023-07-03,Udaipur,cold,Cetirizine,157,0.32,170,1
2023-08-14,Alwar,fever,Aspirin,205,0.67,199,1
2023-12-05,Alwar,antibiotic,Amoxicillin,110,1.12,120,1
2023-11-30,Udaipur,cough,Bromhexine,46,-0.76,42,0
2023-01-26,Bharatpur,cold,Chlorpheniramine,188,0.76,193,1
2023-04-25,Bikaner,antibiotic,Amoxicillin,135,2.86,147,1
2023-05-15,Jaipur,antibiotic,Azithromycin,24,-0.74,21,0
2023-12-16,Sikar,antibiotic,Amoxicillin,127,-0.16,131,0
2023-09-26,Kota,fever,Ibuprofen,100,-0.46,106,0
2023-02-24,Jaipur,antibiotic,Amoxicillin,192,7.0,205,1
2023-12-21,Bharatpur,fever,Ibuprofen,210,0.16,215,0
2023-05-18,Kota,cold,Chlorpheniramine,55,-0.66,45,0
2023-04-22,Bikaner,antibiotic,Azithromycin,189,3.85,190,1
2023-06-11,Udaipur,antibiotic,Azithromycin,189,0.3,190,0
2023-06-24,Alwar,antibiotic,Azithromycin,128,0.12,122,0
2023-11-13,Bharatpur,antibiotic,Amoxicillin,99,0.94,109,1
2023-05-18,Bharatpur,antibiotic,Amoxicillin,155,0.57,165,1
2023-07-05,Jaipur,antibiotic,Amoxicillin,156,-0.19,159,0
2023-03-27,Bikaner,cough,Bromhexine,67,-0.66,70,0
2023-01-08,Jaipur,fever,Paracetamol,239,1.54,238,1
2023-02-12,Udaipur,antibiotic,Azithromycin,161,-0.15,157,0
2023-01-25,Ajmer,antibiotic,Azithromycin,55,0.96,53,1
2023-12-19,Bharatpur,cold,Cetirizine,20,-0.83,22,0
2023-06-17,Pali,cold,Cetirizine,75,-0.62,61,0
2023-09-25,Pali,cold,Cetirizine,132,0.76,146,1
2023-12-05,Jodhpur,cold,Cetirizine,131,0.72,140,1
2023-08-19,Sikar,cough,Bromhexine,145,-0.15,142,0
2023-06-22,Alwar,antibiotic,Azithromycin,145,0.13,154,0
2023-07-15,Jaipur,cough,Dextromethorphan,184,1.49,175,1
2023-09-28,Ajmer,fever,Paracetamol,213,0.25,220,0
2023-11-11,Alwar,antibiotic,Amoxicillin,39,-0.65,24,0
2023-10-30,Bharatpur,cold,Cetirizine,172,7.6,169,1
2023-07-21,Alwar,antibiotic,Azithromycin,193,0.33,190,1
2023-09-12,Sikar,fever,Paracetamol,92,-0.23,101,0
2023-09-05,Udaipur,fever,Aspirin,184,-0.09,171,0
2023-02-03,Alwar,cough,Bromhexine,97,1.2,109,1
2023-10-20,Udaipur,antibiotic,Azithromycin,113,-0.3,111,0
2023-10-06,Bharatpur,fever,Aspirin,142,0.63,140,1
2023-11-06,Bikaner,antibiotic,Amoxicillin,144,0.07,155,0
2023-07-22,Sikar,fever,Ibuprofen,95,-0.04,105,0
2023-12-05,Alwar,fever,Paracetamol,271,0.38,262,1
2023-05-09,Jodhpur,antibiotic,Azithromycin,198,0.36,185,1
2023-07-11,Jaipur,antibiotic,Amoxicillin,68,-0.56,69,0
2023-10-16,Jodhpur,cold,Chlorpheniramine,54,-0.66,52,0
2023-02-02,Udaipur,cough,Dextromethorphan,39,-0.36,27,0
2023-03-14,Alwar,cold,Chlorpheniramine,174,0.6,185,1
2023-11-06,Kota,fever,Aspirin,147,0.32,134,1
2023-01-17,Ajmer,cold,Chlorpheniramine,61,-0.31,61,0
