report_date,district,disease_name,confirmed_cases,recovered_cases,death_count,outbreak_status,weekly_case_growth,historical_average_cases
2023-11-29,Pali,Dengue,27,18,0,Low,-0.77,23
2023-04-30,Bikaner,Dengue,60,37,0,Medium,0.25,47
2023-10-21,Udaipur,COVID-19,50,40,0,Low,-0.5,53
2023-04-27,Pali,Dengue,40,34,0,High,0.48,30
2023-07-29,Jodhpur,COVID-19,183,110,4,Low,-0.17,151
2023-08-10,Pali,Dengue,58,47,1,Medium,0.45,59
2023-10-21,Udaipur,Malaria,50,39,0,Medium,0.28,51
2023-01-17,Jaipur,Dengue,114,88,2,Medium,0.12,82
2023-01-06,Pali,Malaria,39,26,0,Low,-0.24,33
2023-12-09,Sikar,Dengue,92,77,1,Medium,6.67,100
2023-04-18,Bharatpur,COVID-19,101,61,2,Low,-0.59,105
2023-12-27,Ajmer,Malaria,53,32,0,High,1.52,45
2023-03-19,Pali,Dengue,85,51,1,Medium,0.47,86
2023-01-14,Udaipur,COVID-19,196,166,1,High,2.92,156
2023-11-29,Bikaner,Dengue,14,8,0,Low,-0.77,14
2023-09-29,Sikar,Dengue,92,73,1,Low,0.0,78
2023-02-10,Sikar,COVID-19,248,175,6,Low,0.02,270
2023-01-16,Bharatpur,Dengue,6,4,0,Low,-0.94,5
2023-12-08,Bikaner,Dengue,80,62,1,High,4.71,70
2023-12-24,Jaipur,COVID-19,45,33,0,Low,-0.72,35
2023-05-31,Jaipur,Malaria,75,62,0,High,0.79,68
2023-10-25,Jodhpur,COVID-19,188,131,4,Low,0.03,157
2023-04-17,Kota,COVID-19,293,236,6,High,0.44,267
2023-07-10,Kota,Dengue,47,36,0,Low,-0.49,46
2023-01-11,Sikar,COVID-19,208,141,3,Low,-0.16,194
2023-12-14,Jodhpur,Malaria,3,1,0,Low,-0.4,3
2023-04-01,Jaipur,Dengue,8,6,0,Low,-0.93,8
2023-07-01,Udaipur,COVID-19,63,46,1,Low,-0.68,65
2023-10-22,Kota,COVID-19,137,103,2,Low,-0.53,111
2023-01-10,Jaipur,Malaria,36,30,0,Low,-0.52,37
2023-05-10,Udaipur,Malaria,23,15,0,Low,-0.54,24
2023-01-15,Jaipur,Dengue,54,48,0,High,5.75,50
2023-10-13,Jaipur,COVID-19,193,146,3,High,3.29,159
2023-01-25,Kota,COVID-19,178,136,3,Medium,0.3,147
2023-11-04,Sikar,COVID-19,128,79,1,Low,-0.38,100
2023-04-08,Bharatpur,COVID-19,78,52,2,Low,-0.23,77
2023-03-29,Ajmer,COVID-19,249,164,7,Medium,0.16,244
2023-07-05,Jaipur,COVID-19,96,77,1,Low,-0.5,91
2023-03-11,Jodhpur,Malaria,26,22,0,High,7.67,20
2023-01-06,Ajmer,Dengue,81,69,1,High,0.4,68
2023-12-05,Jodhpur,Dengue,31,19,0,Low,0.03,23
2023-04-12,Bharatpur,Dengue,63,47,1,Medium,9.5,68
2023-01-10,Alwar,Dengue,26,22,0,Low,0.0,26
2023-12-25,Udaipur,Malaria,25,22,0,Low,0.09,22
2023-09-28,Bikaner,Malaria,58,50,1,Medium,0.76,59
2023-02-24,Jaipur,Malaria,30,21,0,Low,-0.17,32
2023-06-28,Bikaner,Dengue,101,89,3,Medium,0.26,96
2023-01-19,Jaipur,COVID-19,271,172,6,High,1.82,251
2023-02-12,Jodhpur,COVID-19,244,192,6,Medium,0.3,223
2023-06-26,Sikar,Malaria,37,27,0,Low,-0.4,27
2023-09-02,Sikar,COVID-19,25,22,0,Low,-0.8,24
2023-07-20,Sikar,COVID-19,197,158,1,Medium,6.88,205
2023-02-11,Pali,Dengue,35,25,0,Low,-0.59,26
2023-03-16,Pali,Malaria,13,8,0,Low,-0.67,9
2023-12-29,Alwar,COVID-19,117,75,3,High,0.7,106
2023-05-16,Jodhpur,COVID-19,279,199,7,Medium,0.14,260
2023-07-22,Sikar,Dengue,32,23,0,Low,-0.65,23
2023-07-09,Ajmer,COVID-19,248,153,1,Low,-0.0,259
2023-07-10,Jodhpur,Malaria,51,45,0,Medium,0.96,54
2023-08-18,Bharatpur,Dengue,48,36,1,Low,-0.24,43
2023-06-19,Udaipur,Malaria,63,48,1,Medium,1.52,63
2023-08-27,Bikaner,Malaria,70,46,1,Medium,0.21,62
2023-03-18,Sikar,COVID-19,104,88,1,Low,-0.47,96
2023-02-10,Alwar,Dengue,94,77,1,High,2.62,82
2023-11-22,Jodhpur,COVID-19,159,138,4,Low,-0.43,139
2023-01-18,Alwar,Dengue,92,58,2,Low,-0.02,74
2023-12-04,Alwar,COVID-19,43,33,0,Low,-0.63,36
2023-10-31,Alwar,COVID-19,216,131,4,Medium,4.02,220
2023-06-16,Jodhpur,Malaria,39,29,0,Low,-0.24,32
2023-05-31,Sikar,Malaria,47,34,1,Medium,0.27,49
2023-03-27,Kota,COVID-19,213,188,4,Medium,0.2,207
2023-02-19,Jodhpur,COVID-19,108,65,2,Low,-0.32,118
2023-10-07,Bikaner,Dengue,6,4,0,Low,-0.94,6
2023-01-11,Bikaner,COVID-19,161,96,2,Low,-0.01,141
2023-05-17,Udaipur,COVID-19,266,219,3,High,3.22,203
2023-03-17,Ajmer,Malaria,6,5,0,Low,-0.89,6
2023-08-13,Ajmer,Malaria,10,6,0,High,0.67,8
2023-12-19,Alwar,Dengue,44,32,0,Low,-0.52,35
2023-05-01,Jodhpur,Malaria,50,38,0,Medium,0.28,50
2023-03-10,Bikaner,COVID-19,101,63,2,Low,-0.37,76
2023-04-22,Udaipur,Dengue,89,77,2,Medium,0.11,92
2023-10-27,Jaipur,Dengue,75,52,1,Medium,0.39,78
2023-06-07,Sikar,Malaria,5,4,0,Low,-0.89,5
2023-08-20,Alwar,COVID-19,197,169,4,Low,-0.09,137
2023-12-16,Jaipur,Malaria,19,12,0,Low,-0.37,18
2023-10-06,Bikaner,Malaria,29,24,0,Low,-0.59,20
2023-06-19,Sikar,COVID-19,220,185,1,High,1.12,183
2023-06-13,Sikar,COVID-19,233,180,2,Low,0.06,214
2023-10-24,Jaipur,Malaria,34,22,0,Medium,0.79,35
2023-05-02,Sikar,COVID-19,207,140,4,Low,-0.11,197
2023-12-25,Bikaner,COVID-19,120,105,1,Medium,0.19,97
2023-10-02,Jodhpur,COVID-19,176,131,2,High,0.63,124
2023-08-18,Udaipur,Malaria,40,24,0,Low,-0.37,31
2023-06-13,Ajmer,COVID-19,148,94,0,Low,-0.4,147
2023-02-02,Pali,Dengue,62,37,1,Medium,0.77,64
2023-09-18,Sikar,Malaria,74,52,1,High,13.8,65
2023-05-14,Udaipur,COVID-19,241,170,4,Low,-0.09,182
2023-05-15,Pali,COVID-19,203,171,5,High,0.85,183
2023-05-31,Jodhpur,Dengue,21,18,0,Low,-0.32,22
2023-11-09,Udaipur,Malaria,60,43,1,High,0.5,48
2023-10-14,Bharatpur,Dengue,42,34,1,Low,-0.12,45
2023-08-02,Bikaner,COVID-19,118,101,2,Low,-0.02,95
2023-03-23,Bikaner,Dengue,55,47,0,Medium,8.17,56
2023-10-19,Pali,Dengue,78,62,1,Medium,0.26,55
2023-06-18,Kota,COVID-19,51,40,1,Low,-0.76,50
2023-04-25,Jaipur,Dengue,11,8,0,Low,-0.85,8
2023-07-18,Udaipur,Malaria,75,50,1,Medium,0.25,81
2023-12-16,Pali,COVID-19,156,98,1,Low,-0.23,119
2023-10-01,Udaipur,Malaria,77,65,0,Low,0.03,83
2023-02-23,Ajmer,COVID-19,72,52,0,Low,-0.51,55
2023-11-17,Bharatpur,Malaria,43,28,0,Low,-0.37,41
2023-09-23,Kota,COVID-19,125,91,2,High,1.45,90
2023-08-17,Sikar,COVID-19,102,67,0,Low,-0.51,110
2023-07-05,Bikaner,COVID-19,234,190,3,Medium,0.98,249
2023-12-23,Udaipur,COVID-19,158,104,3,Low,-0.34,120
2023-04-16,Kota,Malaria,33,25,0,Low,-0.49,24
2023-10-31,Jodhpur,COVID-19,206,139,1,Medium,0.17,205
2023-06-04,Alwar,Malaria,5,3,0,Low,-0.93,5
2023-06-07,Kota,Malaria,72,58,0,High,1.18,58
2023-05-31,Alwar,Malaria,8,5,0,High,0.6,6
2023-01-26,Kota,COVID-19,189,114,3,Medium,0.51,199
2023-12-12,Bikaner,COVID-19,157,121,2,Low,-0.33,156
2023-02-06,Jaipur,Malaria,40,32,0,Medium,0.18,35
2023-11-11,Ajmer,Dengue,91,69,0,Medium,0.12,74
2023-01-22,Bikaner,Dengue,115,93,0,Medium,1.09,120
2023-07-26,Sikar,Malaria,70,54,1,Low,-0.05,74
2023-04-22,Bharatpur,Malaria,38,28,0,Low,-0.12,41
2023-02-11,Bikaner,Dengue,107,74,1,Low,-0.07,85
2023-09-09,Kota,COVID-19,101,85,2,Low,-0.47,110
2023-10-11,Jodhpur,Dengue,38,32,0,Medium,0.81,38
2023-03-21,Udaipur,COVID-19,46,32,1,Low,-0.71,49
2023-10-03,Alwar,COVID-19,85,53,2,Low,-0.57,66
2023-03-14,Kota,COVID-19,73,57,0,Low,-0.28,74
2023-03-10,Alwar,Dengue,101,79,3,High,1.3,78
2023-08-11,Ajmer,Dengue,113,93,2,Medium,0.24,101
2023-11-06,Kota,Malaria,60,51,1,Low,-0.17,60
2023-06-26,Jodhpur,Malaria,42,28,1,Low,-0.16,30
2023-08-05,Jaipur,Dengue,81,64,1,High,6.36,58
2023-07-13,Jodhpur,COVID-19,75,50,1,Low,-0.64,67
2023-03-06,Jodhpur,COVID-19,50,43,0,Low,-0.33,36
2023-07-18,Alwar,Dengue,74,49,2,Low,-0.27,53
2023-12-02,Bikaner,COVID-19,195,120,3,Medium,0.24,147
2023-08-27,Jaipur,COVID-19,178,117,4,Low,-0.34,180
2023-12-18,Ajmer,COVID-19,169,127,1,High,1.35,155
2023-07-14,Sikar,COVID-19,138,119,3,High,0.35,126
2023-01-21,Alwar,Malaria,62,38,0,High,6.75,57
2023-10-17,Udaipur,Dengue,83,74,1,Low,-0.07,85
2023-06-27,Pali,Malaria,47,35,0,High,2.62,41
2023-08-18,Alwar,Dengue,47,31,0,Low,-0.36,43
2023-07-26,Bharatpur,COVID-19,257,222,3,High,2.29,220
2023-11-20,Alwar,COVID-19,126,92,1,High,0.48,88
2023-06-22,Ajmer,Dengue,62,40,0,Low,-0.45,68
2023-08-04,Bharatpur,Malaria,54,42,1,High,0.42,49
2023-02-04,Ajmer,Dengue,102,62,2,High,0.65,86
2023-06-22,Bikaner,Dengue,37,25,0,Low,-0.65,36
2023-08-21,Sikar,Dengue,47,39,0,High,0.47,39
2023-08-12,Pali,COVID-19,143,102,3,Low,-0.08,123
2023-11-08,Bikaner,Dengue,81,56,2,High,1.19,65
2023-07-12,Ajmer,COVID-19,270,166,3,High,0.6,196
2023-06-20,Alwar,COVID-19,143,94,2,Medium,0.13,129
2023-03-23,Kota,Dengue,71,63,1,High,0.51,53
2023-01-16,Bikaner,Malaria,27,17,0,Low,-0.07,28
2023-11-01,Pali,COVID-19,136,119,2,Low,-0.05,97
2023-03-04,Ajmer,COVID-19,28,17,0,Low,-0.9,24
2023-01-18,Alwar,Malaria,53,45,1,Low,-0.15,57
2023-06-09,Sikar,COVID-19,249,192,6,High,0.8,215
2023-03-04,Kota,Dengue,39,28,0,Low,-0.45,27
2023-07-07,Jaipur,COVID-19,30,25,0,Low,-0.83,23
2023-04-29,Jaipur,Malaria,30,25,0,Low,-0.25,25
2023-02-10,Sikar,COVID-19,116,76,1,Low,-0.53,91
2023-03-04,Udaipur,COVID-19,246,184,1,High,4.35,206
2023-01-12,Jodhpur,Dengue,61,45,0,High,0.61,44
2023-01-26,Bikaner,COVID-19,79,64,1,Low,-0.59,80
2023-04-29,Bharatpur,Malaria,55,45,1,Low,0.02,44
2023-12-09,Bikaner,COVID-19,109,73,1,High,0.38,102
2023-07-06,Kota,Dengue,31,21,0,Low,-0.21,27
2023-07-21,Kota,COVID-19,243,169,1,High,2.33,216
2023-04-05,Alwar,Malaria,59,49,0,Medium,0.11,61
2023-11-23,Bikaner,COVID-19,258,203,4,High,1.37,218
2023-10-12,Alwar,Dengue,100,80,1,High,1.13,71
2023-12-27,Ajmer,Dengue,113,96,2,Medium,0.11,86
2023-02-06,Udaipur,Dengue,52,43,1,Low,-0.37,37
2023-03-03,Bharatpur,COVID-19,291,215,8,Medium,0.13,221
2023-03-13,Udaipur,COVID-19,216,179,3,Low,-0.12,189
2023-10-18,Ajmer,Dengue,19,16,0,Low,-0.83,13
2023-08-28,Jaipur,COVID-19,173,103,4,High,4.77,172
2023-06-11,Udaipur,Dengue,37,22,0,Low,-0.29,37
2023-02-25,Pali,COVID-19,224,142,6,Medium,0.65,224
2023-06-09,Pali,Malaria,36,24,0,Low,-0.23,31
2023-12-22,Kota,Malaria,19,11,0,Low,-0.68,17
2023-05-29,Kota,Dengue,46,32,0,High,0.48,43
2023-01-15,Bikaner,Dengue,29,20,0,Low,-0.64,29
2023-06-25,Alwar,Malaria,69,48,1,Medium,0.17,50
2023-05-03,Kota,Malaria,78,60,1,High,3.11,71
2023-01-04,Bikaner,COVID-19,294,200,3,Medium,0.14,288
2023-03-08,Ajmer,COVID-19,152,130,3,Medium,4.43,154
2023-05-20,Alwar,Malaria,17,14,0,Low,-0.75,17
2023-09-02,Udaipur,Dengue,67,54,0,High,0.81,58
2023-10-10,Udaipur,COVID-19,103,69,2,Low,-0.52,78
2023-09-15,Sikar,Dengue,10,7,0,Low,-0.79,10
2023-10-15,Bikaner,Malaria,66,46,0,High,1.44,51
2023-10-08,Jaipur,Malaria,61,46,0,High,1.03,52
2023-11-08,Jodhpur,COVID-19,271,183,8,Medium,4.42,286
2023-04-28,Kota,Malaria,36,22,0,Low,-0.54,30
2023-07-25,Kota,COVID-19,32,22,0,Low,-0.87,22
2023-02-20,Jodhpur,COVID-19,71,50,0,Low,-0.74,75
2023-09-02,Jaipur,COVID-19,238,204,6,High,0.38,176
2023-05-31,Bharatpur,Dengue,108,65,1,Medium,1.57,115
2023-12-11,Bharatpur,Dengue,9,6,0,Low,-0.92,9
2023-02-22,Jaipur,Dengue,52,46,0,Low,-0.36,57
2023-10-30,Alwar,Malaria,69,51,0,High,3.06,51
2023-11-27,Bikaner,Malaria,43,29,0,Low,-0.35,31
2023-03-22,Jodhpur,COVID-19,44,35,0,Low,-0.38,46
2023-02-02,Sikar,Dengue,12,9,0,Medium,0.2,12
2023-12-26,Jodhpur,Dengue,68,55,0,Medium,0.11,56
2023-03-26,Kota,Dengue,61,41,0,High,0.33,56
2023-02-06,Udaipur,Dengue,76,59,1,Medium,0.13,74
2023-05-18,Kota,Dengue,119,105,1,High,0.95,87
2023-10-08,Jodhpur,Dengue,40,33,0,Low,-0.41,30
2023-06-27,Jodhpur,Dengue,106,93,1,High,1.65,77
2023-02-04,Pali,Malaria,45,29,0,Medium,0.25,48
2023-03-02,Sikar,Dengue,11,7,0,Low,-0.08,11
2023-10-21,Pali,Malaria,71,45,0,High,0.58,65
2023-08-20,Ajmer,COVID-19,190,128,4,Medium,0.25,141
2023-07-27,Udaipur,COVID-19,177,126,2,High,0.72,128
2023-08-01,Kota,COVID-19,193,123,3,High,5.03,162
2023-08-20,Jodhpur,Dengue,7,5,0,Low,-0.93,5
2023-09-07,Jaipur,Malaria,10,7,0,Low,-0.84,8
2023-05-11,Jodhpur,Malaria,11,9,0,Low,-0.74,11
2023-06-04,Jaipur,Malaria,39,26,1,High,2.9,33
2023-12-27,Udaipur,COVID-19,120,92,2,Low,-0.32,84
2023-11-07,Jaipur,Malaria,38,30,0,Low,-0.03,30
2023-06-11,Pali,COVID-19,96,82,2,Low,-0.57,105
2023-01-03,Bharatpur,Dengue,84,71,2,Medium,8.33,85
2023-11-30,Sikar,Malaria,79,55,2,Medium,0.13,78
2023-06-05,Jodhpur,Malaria,43,29,0,Medium,2.91,44
2023-10-06,Bharatpur,COVID-19,270,212,1,Low,-0.07,190
2023-02-21,Sikar,Malaria,19,14,0,Low,-0.76,17
2023-11-10,Jaipur,Dengue,45,38,1,Low,-0.13,43
2023-01-06,Kota,Malaria,54,32,1,High,0.5,44
2023-06-13,Jodhpur,Dengue,48,33,0,Medium,5.86,52
2023-07-15,Bharatpur,Malaria,33,27,0,Low,-0.4,25
2023-08-27,Jaipur,Malaria,66,51,0,High,0.74,50
2023-01-21,Alwar,Malaria,32,22,0,Low,-0.54,24
2023-03-14,Bikaner,Malaria,11,9,0,Low,-0.74,7
2023-02-15,Pali,Malaria,9,7,0,Low,-0.87,7
2023-01-24,Kota,Malaria,5,3,0,Low,-0.91,4
2023-11-04,Udaipur,Dengue,9,7,0,Low,-0.88,8
2023-09-30,Kota,Dengue,59,47,1,Low,-0.5,55
2023-01-13,Sikar,Malaria,67,47,0,High,2.53,51
2023-07-01,Kota,Malaria,21,13,0,High,3.2,15
2023-11-17,Alwar,COVID-19,115,75,0,Low,-0.2,85
2023-05-12,Pali,COVID-19,61,44,0,Low,-0.36,43
2023-09-15,Kota,Malaria,25,21,0,Medium,0.19,22
2023-06-29,Ajmer,Malaria,40,28,1,High,3.0,33
2023-07-02,Jodhpur,Malaria,40,33,0,Low,-0.07,39
2023-06-10,Jaipur,COVID-19,212,132,5,Low,-0.11,192
2023-05-04,Pali,Malaria,22,16,0,High,1.44,17
2023-08-08,Sikar,COVID-19,252,219,4,High,1.17,187
2023-10-12,Udaipur,Malaria,69,42,0,Low,-0.1,59
2023-01-01,Bharatpur,Malaria,71,48,0,High,1.15,56
2023-02-27,Bikaner,COVID-19,119,88,2,Low,-0.6,119
2023-05-07,Ajmer,COVID-19,30,22,0,Low,-0.84,30
2023-09-23,Udaipur,Dengue,105,70,1,High,10.67,74
2023-12-31,Pali,Malaria,21,17,0,Low,-0.05,21
2023-10-14,Jaipur,COVID-19,97,58,2,Low,-0.54,84
2023-11-12,Bikaner,COVID-19,243,209,7,Medium,1.04,266
2023-05-15,Bharatpur,Malaria,19,12,0,Low,-0.73,18
2023-08-04,Jaipur,COVID-19,219,166,3,High,1.26,161
2023-06-25,Bharatpur,Dengue,77,52,2,Low,-0.08,82
2023-03-18,Bikaner,Malaria,76,52,1,Medium,5.91,78
2023-06-27,Bharatpur,Dengue,20,13,0,Low,-0.74,18
2023-10-13,Kota,Malaria,38,23,0,Medium,0.52,40
2023-04-14,Bikaner,Dengue,32,22,0,Low,0.1,22
2023-09-09,Alwar,Malaria,55,37,0,High,0.72,47
2023-05-04,Alwar,COVID-19,80,69,0,Low,-0.3,86
2023-08-03,Sikar,Dengue,60,43,1,High,4.45,52
2023-03-08,Bharatpur,Dengue,119,81,0,High,4.95,94
2023-06-08,Sikar,COVID-19,143,112,0,Low,-0.43,103
2023-10-25,Sikar,COVID-19,22,15,0,Low,-0.85,20
2023-04-07,Bikaner,Dengue,15,12,0,Low,-0.53,10
2023-07-17,Ajmer,Dengue,91,74,2,High,3.79,73
2023-02-25,Alwar,Malaria,47,31,0,Low,-0.15,43
2023-10-10,Ajmer,Malaria,17,14,0,Low,-0.57,17
2023-07-25,Alwar,Malaria,51,31,1,Low,0.09,45
2023-04-06,Pali,Dengue,55,39,0,Low,-0.29,46
2023-10-03,Ajmer,Dengue,99,69,1,Low,0.09,105
2023-03-20,Sikar,COVID-19,277,180,2,High,11.59,257
2023-12-29,Bikaner,COVID-19,99,78,0,Low,-0.59,104
2023-09-14,Jodhpur,Malaria,53,41,1,High,0.33,52
2023-09-15,Alwar,COVID-19,58,36,0,Low,-0.28,53
2023-12-06,Alwar,Dengue,12,7,0,Low,-0.88,11
2023-10-11,Udaipur,Dengue,55,33,1,Low,-0.48,40
2023-02-09,Jaipur,Dengue,106,94,1,High,1.36,75
2023-03-04,Kota,COVID-19,253,160,5,Medium,0.31,274
2023-07-28,Jaipur,Dengue,41,34,0,Low,-0.61,29
2023-07-20,Udaipur,Malaria,10,7,0,Low,-0.86,7
2023-04-12,Sikar,Malaria,16,12,0,Low,-0.76,14
2023-12-07,Pali,Malaria,32,19,0,High,0.52,30
2023-06-29,Ajmer,Dengue,115,93,2,Medium,0.16,108
2023-10-28,Ajmer,Malaria,3,1,0,Low,-0.82,2
2023-12-18,Alwar,Dengue,36,22,1,Medium,2.0,36
2023-01-04,Alwar,COVID-19,269,229,4,High,3.64,266
2023-05-13,Ajmer,Malaria,36,28,0,High,11.0,26
2023-01-05,Jodhpur,Dengue,32,22,0,Low,-0.33,31
2023-03-06,Ajmer,COVID-19,60,52,1,High,1.0,56
2023-02-05,Pali,COVID-19,56,34,0,Low,-0.08,50
2023-02-27,Jaipur,Malaria,69,53,0,Low,0.05,73
2023-01-01,Bharatpur,COVID-19,52,34,1,Low,-0.81,36
2023-10-05,Pali,Malaria,45,33,0,High,0.41,40
2023-11-23,Kota,Dengue,76,47,0,Medium,0.29,80
2023-11-15,Bikaner,Dengue,98,78,0,High,5.53,69
2023-09-06,Jaipur,Dengue,6,3,0,Low,-0.85,6
2023-08-14,Ajmer,Malaria,13,9,0,Low,-0.64,12
2023-09-30,Ajmer,Malaria,37,25,0,Medium,1.85,39
2023-01-27,Bharatpur,COVID-19,158,134,1,High,2.04,143
2023-03-13,Sikar,Malaria,15,11,0,Low,-0.06,16
2023-04-13,Kota,COVID-19,293,236,7,Medium,0.16,252
2023-12-13,Jodhpur,Dengue,75,66,0,Medium,1.34,82
2023-05-19,Ajmer,COVID-19,53,36,0,Low,-0.12,41
2023-01-08,Bharatpur,Malaria,35,30,0,High,0.84,33
2023-08-18,Kota,COVID-19,51,45,1,Low,-0.83,37
2023-07-02,Ajmer,Malaria,66,57,1,High,0.78,46
2023-02-02,Pali,Dengue,7,5,0,Low,-0.87,5
2023-11-04,Bharatpur,COVID-19,271,239,3,Medium,0.72,284
2023-08-25,Udaipur,Dengue,5,3,0,Low,-0.91,4
2023-09-17,Jodhpur,Malaria,27,24,0,Low,-0.49,24
2023-05-14,Jodhpur,COVID-19,147,97,0,High,2.34,121
2023-11-10,Udaipur,Malaria,33,28,0,Medium,2.3,35
2023-01-09,Bharatpur,Dengue,92,56,0,Low,-0.23,95
2023-05-24,Bharatpur,COVID-19,129,77,2,Low,-0.52,122
2023-05-05,Udaipur,Dengue,12,10,0,High,1.4,11
2023-12-20,Ajmer,Dengue,113,95,3,Low,-0.02,110
2023-07-26,Kota,Malaria,22,17,0,Low,-0.42,15
2023-06-21,Jodhpur,Dengue,72,57,0,Low,-0.04,56
2023-12-09,Bikaner,COVID-19,168,102,2,High,0.7,128
2023-02-08,Kota,Malaria,78,59,0,High,2.55,74
2023-08-27,Kota,COVID-19,243,184,4,High,3.76,183
2023-08-24,Jaipur,Malaria,5,3,0,Low,-0.93,4
2023-02-28,Bikaner,Malaria,4,2,0,Low,-0.95,3
2023-06-17,Udaipur,COVID-19,77,55,1,Low,-0.36,64
2023-04-10,Jaipur,COVID-19,29,24,0,Low,-0.87,27
2023-03-18,Sikar,Malaria,43,29,0,High,1.87,31
2023-11-09,Bikaner,Dengue,69,54,1,Low,-0.3,72
2023-11-08,Bharatpur,Malaria,25,20,0,Low,-0.29,20
2023-06-16,Bikaner,Dengue,116,71,3,Medium,0.68,125
2023-06-01,Jaipur,Dengue,14,11,0,High,1.33,10
2023-06-25,Kota,COVID-19,103,79,2,Low,-0.58,105
2023-09-07,Udaipur,COVID-19,213,132,1,High,1.77,198
2023-01-22,Bharatpur,Dengue,40,24,0,Low,-0.57,34
2023-12-16,Jodhpur,Malaria,56,49,1,High,1.07,47
2023-05-08,Pali,Dengue,93,72,2,High,12.29,66
2023-06-15,Ajmer,Dengue,102,70,1,Low,-0.1,110
2023-03-08,Udaipur,COVID-19,230,139,2,Low,0.08,180
2023-06-29,Pali,Dengue,30,20,0,Low,-0.68,29
2023-12-30,Sikar,Dengue,27,17,0,Low,-0.55,23
2023-07-04,Kota,COVID-19,76,64,1,Low,-0.26,80
2023-12-14,Bharatpur,Dengue,78,66,1,Medium,0.95,84
2023-03-29,Alwar,Dengue,33,25,0,Low,-0.08,34
2023-03-04,Udaipur,Malaria,3,2,0,Low,-0.91,2
2023-06-08,Bikaner,Malaria,6,4,0,High,0.5,5
2023-02-10,Ajmer,COVID-19,124,105,2,High,1.34,121
2023-01-12,Udaipur,COVID-19,75,49,2,Low,-0.67,59
2023-07-11,Kota,Malaria,3,2,0,Low,-0.96,2
2023-08-29,Bharatpur,COVID-19,150,129,1,Medium,0.16,108
2023-10-31,Jaipur,Dengue,63,45,0,High,3.5,56
2023-05-29,Sikar,COVID-19,277,187,7,Low,0.0,274
2023-05-21,Sikar,Dengue,28,19,0,Low,0.04,30
2023-08-08,Ajmer,Malaria,11,6,0,Low,-0.83,9
2023-01-05,Ajmer,Malaria,43,34,1,High,2.91,41
2023-11-17,Sikar,COVID-19,256,189,6,Low,-0.08,268
2023-04-03,Bharatpur,COVID-19,264,161,6,Medium,0.76,284
2023-12-29,Jaipur,Malaria,20,14,0,Medium,3.0,20
2023-02-18,Udaipur,COVID-19,266,209,5,High,2.55,187
2023-04-18,Kota,Dengue,103,89,1,Medium,0.36,107
2023-11-18,Alwar,Dengue,11,7,0,Low,-0.67,7
2023-04-13,Jaipur,COVID-19,244,175,1,High,7.41,234
2023-11-09,Kota,Dengue,63,47,0,Low,-0.39,50
2023-01-11,Bharatpur,Malaria,23,16,0,Low,-0.08,19
2023-08-20,Pali,Malaria,47,41,1,Low,0.04,44
2023-03-23,Kota,COVID-19,207,171,4,High,1.72,161
2023-06-05,Jaipur,COVID-19,298,208,2,Medium,0.22,244
2023-09-22,Bikaner,Malaria,59,50,0,Medium,8.83,64
2023-08-17,Jaipur,Malaria,33,26,0,High,0.65,29
2023-10-18,Pali,Malaria,64,43,1,High,0.36,54
2023-12-27,Pali,Dengue,36,25,0,Medium,0.2,35
2023-09-17,Sikar,Dengue,28,22,0,Low,0.0,20
2023-11-29,Kota,Malaria,49,31,0,High,15.33,36
2023-05-17,Ajmer,Dengue,88,54,2,Low,-0.14,84
2023-12-17,Kota,Dengue,68,60,1,Low,0.08,69
2023-07-31,Udaipur,Dengue,59,46,1,High,3.92,46
2023-03-27,Jaipur,Malaria,30,20,0,Low,-0.09,30
2023-02-26,Bikaner,COVID-19,86,61,1,Low,-0.49,73
2023-07-20,Bharatpur,COVID-19,208,178,4,Low,-0.21,226
2023-05-03,Jodhpur,Malaria,73,54,1,Medium,0.3,61
2023-01-11,Kota,COVID-19,105,63,0,Low,-0.49,112
2023-11-14,Bharatpur,Dengue,84,52,0,Low,0.08,79
2023-07-25,Sikar,Dengue,31,25,0,Medium,0.11,27
2023-06-08,Kota,COVID-19,157,95,2,High,0.5,116
2023-07-23,Jaipur,Malaria,43,31,1,High,0.43,36
2023-05-16,Bharatpur,COVID-19,297,198,5,High,0.43,215
2023-11-24,Ajmer,COVID-19,47,29,1,Low,-0.62,34
2023-08-06,Kota,Dengue,35,27,0,Low,-0.49,30
2023-03-27,Alwar,COVID-19,43,29,0,Low,-0.84,45
2023-03-09,Alwar,COVID-19,194,126,1,High,3.51,180
2023-12-06,Alwar,COVID-19,250,152,6,Medium,0.29,232
2023-07-31,Bikaner,COVID-19,31,22,0,Low,-0.64,26
2023-12-13,Bikaner,Dengue,77,66,0,Low,-0.34,56
2023-05-03,Bharatpur,Malaria,71,44,1,High,2.09,70
2023-01-31,Ajmer,Malaria,10,6,0,Low,-0.77,9
2023-12-18,Udaipur,Malaria,3,2,0,Low,0.0,2
2023-07-24,Pali,COVID-19,115,86,3,High,1.05,111
2023-04-15,Jaipur,Dengue,76,66,0,Medium,0.21,78
2023-03-04,Ajmer,COVID-19,120,102,3,High,1.55,115
2023-10-24,Pali,COVID-19,72,63,0,Low,-0.37,67
2023-04-02,Sikar,Dengue,28,19,0,Low,-0.1,23
2023-08-26,Kota,Dengue,46,41,0,High,0.31,37
2023-01-03,Udaipur,COVID-19,22,17,0,Low,-0.92,21
